# wkgb/4nsv_A.pdb
# Protein CA rmsd=  0.000
#  N |   RMSD    Ave    Med   f<0.5  f<1.0  f<1.5
 122 | 11.750  6.316  1.061  0.2459 0.5000 0.5246   0.600
 244 |  2.412  1.460  0.658  0.3361 0.6721 0.7459   0.638
 366 |  1.371  0.932  0.600  0.3770 0.7705 0.8525   0.629
 488 |  1.155  0.805  0.577  0.4098 0.8033 0.8934   0.620
 610 |  0.861  0.682  0.566  0.4180 0.8443 0.9426   0.610
 732 |  0.734  0.631  0.560  0.4262 0.8525 0.9672   0.616
 854 |  0.729  0.628  0.560  0.4262 0.8525 0.9754   0.613
 976 |  0.696  0.612  0.554  0.4344 0.8607 0.9836   0.612
1098 |  0.696  0.612  0.554  0.4344 0.8607 0.9836   0.612
1220 |  0.692  0.609  0.554  0.4344 0.8689 0.9836   0.609
1342 |  0.692  0.609  0.554  0.4344 0.8689 0.9836   0.609
1464 |  0.692  0.609  0.554  0.4344 0.8689 0.9836   0.609
1586 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
1708 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
1830 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
1952 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
2074 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
2196 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
2318 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
2440 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
2562 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
2684 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
2806 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
2928 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
3050 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
3172 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
3294 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
3416 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
3538 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
3660 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
3782 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
3904 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
4026 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
4148 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
4270 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
4392 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
4514 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
4636 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
4758 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
4880 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
5002 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
5124 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
5246 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
5368 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
5490 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
5612 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
5734 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
5856 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
5978 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
1673 |  0.679  0.603  0.554  0.4344 0.8770 0.9918   0.603
#
