# 3drism/4g9s_B.pdb
# Protein CA rmsd=  0.000
#  N |   RMSD    Ave    Med   f<0.5  f<1.0  f<1.5
  51 | 10.510  6.778  4.543  0.1765 0.3725 0.4118   0.574
 102 |  3.036  2.132  0.958  0.2745 0.5098 0.5686   0.623
 153 |  2.023  1.387  0.637  0.2745 0.6471 0.7059   0.668
 204 |  1.537  1.066  0.596  0.2941 0.7059 0.7843   0.704
 255 |  1.146  0.869  0.556  0.3137 0.7255 0.8431   0.710
 306 |  1.071  0.820  0.556  0.3137 0.7255 0.9020   0.720
 357 |  0.913  0.771  0.556  0.3137 0.7255 0.9020   0.720
 408 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
 459 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
 510 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
 561 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
 612 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
 663 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
 714 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
 765 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
 816 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
 867 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
 918 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
 969 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1020 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1071 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1122 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1173 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1224 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1275 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1326 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1377 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1428 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1479 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1530 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1581 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1632 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1683 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1734 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1785 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1836 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1887 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1938 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
1989 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
2040 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
2091 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
2142 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
2193 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
2244 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
2295 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
2346 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
2397 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
2448 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
2499 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
 774 |  0.859  0.739  0.556  0.3137 0.7451 0.9216   0.739
#
