# 3drism/2jfr_A.pdb
# Protein CA rmsd=  0.000
#  N |   RMSD    Ave    Med   f<0.5  f<1.0  f<1.5
  80 |  8.398  5.258  2.594  0.1000 0.2875 0.3875   0.901
 160 |  3.208  2.183  1.140  0.1375 0.4375 0.5625   0.839
 240 |  2.105  1.511  0.960  0.1500 0.5125 0.6625   0.846
 320 |  1.729  1.285  0.881  0.1625 0.5375 0.7000   0.861
 400 |  1.586  1.204  0.881  0.1625 0.5375 0.7375   0.862
 480 |  1.556  1.179  0.881  0.1625 0.5500 0.7500   0.862
 560 |  1.521  1.157  0.881  0.1625 0.5500 0.7750   0.868
 640 |  1.521  1.157  0.881  0.1625 0.5500 0.7750   0.868
 720 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
 800 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
 880 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
 960 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
1040 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
1120 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
1200 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
1280 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
1360 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
1440 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
1520 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
1600 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
1680 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
1760 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
1840 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
1920 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
2000 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
2080 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
2160 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
2240 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
2320 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
2400 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
2480 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
2560 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
2640 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
2720 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
2800 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
2880 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
2960 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
3040 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
3120 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
3200 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
3280 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
3360 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
3440 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
3520 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
3600 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
3680 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
3760 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
3840 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
3920 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
1211 |  1.477  1.129  0.881  0.1625 0.5500 0.7875   0.874
#
