   224    25.625
   132    17.964
   177    20.611
   207    20.583
   369    31.139
   269    23.594
   303    29.603
   205    22.945
   108    16.517
   399    42.419
   216    24.591
   105    15.321
   263    28.446
   122    16.495
   297    29.749
    95    12.646
   386    46.374
   134    20.512
   125    16.881
   250    25.241
   291    26.797
   105    13.794
   164    19.788
   117    18.670
   363    34.475
   184    21.984
   222    24.336
   448    43.010
   227    23.269
   324    31.100
   305    31.394
   117    17.043
   121    18.131
   198    20.592
   234    24.523
   374    38.931
   119    18.504
   107    13.869
   261    26.299
   163    19.759
   129    15.919
   276    28.745
   249    25.602
   118    16.698
   145    18.598
   220    24.291
   122    17.579
   114    16.629
   190    20.692
   244    26.406
   120    17.009
   254    27.441
   176    22.189
   106    16.821
   245    26.737
   146    19.295
   158    20.176
   282    30.151
   152    20.003
   257    26.926
   295    42.827
   357    34.764
   227    24.980
   125    18.380
   197    20.636
   115    28.608
   155    20.412
   114    14.951
   472    44.382
   413    41.113
   182    19.339
   125    16.156
   153    19.060
   166    19.643
   153    18.774
   166    19.574
   114    15.301
   240    24.598
   187    22.095
   111    17.875
   144    22.856
   348    33.271
   161    19.248
   230    25.721
   312    28.992
   264    24.363
   182    20.678
   159    20.556
   133    18.573
   265    30.626
   135    19.759
   300    27.633
