# FoldX/2cws_A.pdb
# Protein CA rmsd=  0.000
#  N |   RMSD    Ave    Med   f<0.5  f<1.0  f<1.5
  94 | 13.798  8.465  3.342  0.1383 0.2766 0.3617   0.906
 188 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
 282 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
 376 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
 470 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
 564 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
 658 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
 752 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
 846 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
 940 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
1034 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
1128 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
1222 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
1316 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
1410 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
1504 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
1598 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
1692 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
1786 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
1880 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
1974 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
2068 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
2162 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
2256 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
2350 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
2444 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
2538 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
2632 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
2726 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
2820 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
2914 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
3008 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
3102 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
3196 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
3290 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
3384 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
3478 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
3572 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
3666 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
3760 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
3854 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
3948 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
4042 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
4136 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
4230 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
4324 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
4418 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
4512 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
4606 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
 149 |  3.958  2.619  1.425  0.1702 0.3723 0.5319   0.894
#
