# GalaxyWater-CNN/1g66_A.pdb
# Protein CA rmsd=  0.000
#  N |   RMSD    Ave    Med   f<0.5  f<1.0  f<1.5
  71 |  9.839  6.211  3.914  0.2535 0.4648 0.4648   0.501
 142 |  2.895  1.844  0.624  0.4225 0.6901 0.6901   0.492
 213 |  1.637  1.058  0.539  0.4507 0.8169 0.8310   0.533
 284 |  1.353  0.902  0.535  0.4648 0.8451 0.8732   0.551
 355 |  1.108  0.776  0.510  0.4789 0.8873 0.9155   0.557
 426 |  0.764  0.631  0.510  0.4789 0.9155 0.9718   0.573
 497 |  0.764  0.631  0.510  0.4789 0.9155 0.9718   0.573
 568 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
 639 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
 710 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
 781 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
 852 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
 923 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
 994 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
1065 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
1136 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
1207 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
1278 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
1349 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
1420 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
1491 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
1562 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
1633 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
1704 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
1775 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
1846 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
1917 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
1988 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
2059 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
2130 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
2201 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
2272 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
2343 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
2414 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
2485 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
2556 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
2627 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
2698 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
2769 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
2840 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
2911 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
2982 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
3053 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
3124 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
3195 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
3266 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
3337 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
3408 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
3479 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
3823 |  0.630  0.573  0.508  0.4930 0.9437 1.0000   0.573
#
