# GalaxyWater-CNN/1i1w_A.pdb
# Protein CA rmsd=  0.000
#  N |   RMSD    Ave    Med   f<0.5  f<1.0  f<1.5
 127 |  8.773  5.166  1.050  0.2677 0.4961 0.5197   0.510
 254 |  2.374  1.338  0.533  0.4488 0.7638 0.8110   0.529
 381 |  1.330  0.829  0.515  0.4646 0.8346 0.8976   0.568
 508 |  0.911  0.675  0.514  0.4724 0.8504 0.9291   0.576
 635 |  0.888  0.662  0.514  0.4724 0.8504 0.9449   0.574
 762 |  0.764  0.608  0.512  0.4803 0.8740 0.9764   0.563
 889 |  0.751  0.601  0.512  0.4803 0.8819 0.9843   0.556
1016 |  0.751  0.601  0.512  0.4803 0.8819 0.9843   0.556
1143 |  0.751  0.601  0.512  0.4803 0.8819 0.9843   0.556
1270 |  0.750  0.601  0.512  0.4803 0.8819 0.9843   0.556
1397 |  0.750  0.601  0.512  0.4803 0.8819 0.9843   0.556
1524 |  0.705  0.587  0.512  0.4803 0.8819 0.9921   0.564
1651 |  0.705  0.587  0.512  0.4803 0.8819 0.9921   0.564
1778 |  0.705  0.587  0.512  0.4803 0.8819 0.9921   0.564
1905 |  0.705  0.587  0.512  0.4803 0.8819 0.9921   0.564
2032 |  0.705  0.587  0.512  0.4803 0.8819 0.9921   0.564
2159 |  0.705  0.587  0.512  0.4803 0.8819 0.9921   0.564
2286 |  0.705  0.587  0.512  0.4803 0.8819 0.9921   0.564
2413 |  0.705  0.587  0.512  0.4803 0.8819 0.9921   0.564
2540 |  0.705  0.587  0.512  0.4803 0.8819 0.9921   0.564
2667 |  0.651  0.573  0.512  0.4803 0.8819 0.9921   0.573
2794 |  0.651  0.573  0.512  0.4803 0.8819 0.9921   0.573
2921 |  0.651  0.573  0.512  0.4803 0.8819 0.9921   0.573
3048 |  0.651  0.573  0.512  0.4803 0.8819 0.9921   0.573
3175 |  0.651  0.573  0.512  0.4803 0.8819 0.9921   0.573
3302 |  0.651  0.573  0.512  0.4803 0.8819 0.9921   0.573
3429 |  0.651  0.573  0.512  0.4803 0.8819 0.9921   0.573
3556 |  0.651  0.573  0.512  0.4803 0.8819 0.9921   0.573
3683 |  0.651  0.573  0.512  0.4803 0.8819 0.9921   0.573
3810 |  0.651  0.573  0.512  0.4803 0.8819 0.9921   0.573
3937 |  0.651  0.573  0.512  0.4803 0.8819 0.9921   0.573
4064 |  0.651  0.573  0.512  0.4803 0.8819 0.9921   0.573
4191 |  0.642  0.569  0.512  0.4803 0.8819 1.0000   0.569
4318 |  0.642  0.569  0.512  0.4803 0.8819 1.0000   0.569
4445 |  0.642  0.569  0.512  0.4803 0.8819 1.0000   0.569
4572 |  0.642  0.569  0.512  0.4803 0.8819 1.0000   0.569
4699 |  0.642  0.569  0.512  0.4803 0.8819 1.0000   0.569
4826 |  0.642  0.569  0.512  0.4803 0.8819 1.0000   0.569
4953 |  0.642  0.569  0.512  0.4803 0.8819 1.0000   0.569
5080 |  0.642  0.569  0.512  0.4803 0.8819 1.0000   0.569
5207 |  0.642  0.569  0.512  0.4803 0.8819 1.0000   0.569
5334 |  0.642  0.569  0.512  0.4803 0.8819 1.0000   0.569
5461 |  0.642  0.569  0.512  0.4803 0.8819 1.0000   0.569
5588 |  0.642  0.569  0.512  0.4803 0.8819 1.0000   0.569
5715 |  0.642  0.569  0.512  0.4803 0.8819 1.0000   0.569
5842 |  0.642  0.569  0.512  0.4803 0.8819 1.0000   0.569
5969 |  0.642  0.569  0.512  0.4803 0.8819 1.0000   0.569
6096 |  0.642  0.569  0.512  0.4803 0.8819 1.0000   0.569
6223 |  0.642  0.569  0.512  0.4803 0.8819 1.0000   0.569
5609 |  0.642  0.569  0.512  0.4803 0.8819 1.0000   0.569
#
