# GalaxyWater-CNN/2cws_A.pdb
# Protein CA rmsd=  0.000
#  N |   RMSD    Ave    Med   f<0.5  f<1.0  f<1.5
  94 |  9.109  5.116  1.197  0.3191 0.5000 0.5106   0.476
 188 |  2.865  1.640  0.528  0.4787 0.7234 0.7660   0.509
 282 |  2.159  1.204  0.515  0.4894 0.7872 0.8511   0.529
 376 |  1.601  0.916  0.483  0.5106 0.8191 0.9043   0.540
 470 |  1.382  0.829  0.483  0.5106 0.8298 0.9255   0.554
 564 |  0.875  0.656  0.483  0.5106 0.8511 0.9681   0.572
 658 |  0.818  0.633  0.483  0.5106 0.8617 0.9681   0.578
 752 |  0.796  0.626  0.483  0.5106 0.8617 0.9681   0.574
 846 |  0.728  0.607  0.483  0.5106 0.8617 0.9681   0.588
 940 |  0.666  0.578  0.483  0.5106 0.8830 0.9894   0.578
1034 |  0.666  0.578  0.483  0.5106 0.8830 0.9894   0.578
1128 |  0.664  0.577  0.483  0.5106 0.8830 0.9894   0.577
1222 |  0.664  0.577  0.483  0.5106 0.8830 0.9894   0.577
1316 |  0.664  0.577  0.483  0.5106 0.8830 0.9894   0.577
1410 |  0.664  0.577  0.483  0.5106 0.8830 0.9894   0.577
1504 |  0.664  0.577  0.483  0.5106 0.8830 0.9894   0.577
1598 |  0.664  0.577  0.483  0.5106 0.8830 0.9894   0.577
1692 |  0.664  0.577  0.483  0.5106 0.8830 0.9894   0.577
1786 |  0.664  0.577  0.483  0.5106 0.8830 0.9894   0.577
1880 |  0.664  0.577  0.483  0.5106 0.8830 0.9894   0.577
1974 |  0.664  0.577  0.483  0.5106 0.8830 0.9894   0.577
2068 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
2162 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
2256 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
2350 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
2444 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
2538 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
2632 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
2726 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
2820 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
2914 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
3008 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
3102 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
3196 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
3290 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
3384 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
3478 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
3572 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
3666 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
3760 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
3854 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
3948 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
4042 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
4136 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
4230 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
4324 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
4418 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
4512 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
4606 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
4506 |  0.659  0.575  0.483  0.5106 0.8830 1.0000   0.575
#
