# GalaxyWater-CNN/4wee_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    43     92 45.000 |  4.354  2.989  0.820      12     23     24   0.549
    43    144 42.500 |  2.556  1.612  0.683      14     29     32   0.615
    43    181 40.000 |  1.841  1.256  0.674      14     30     33   0.616
    43    228 37.500 |  1.759  1.196  0.674      14     30     34   0.627
    43    278 35.000 |  1.499  1.051  0.626      15     31     35   0.616
    43    339 32.500 |  1.156  0.839  0.601      16     33     38   0.652
    43    398 30.000 |  1.047  0.806  0.601      16     33     38   0.652
    43    480 27.500 |  0.974  0.766  0.601      16     34     39   0.660
    43    581 25.000 |  0.821  0.685  0.601      16     36     41   0.633
    43    687 22.500 |  0.785  0.673  0.601      16     36     42   0.632
    43    836 20.000 |  0.732  0.652  0.601      16     36     42   0.652
    43   1009 17.500 |  0.716  0.644  0.601      16     36     43   0.644
    43   1219 15.000 |  0.716  0.644  0.601      16     36     43   0.644
    43   1478 12.500 |  0.716  0.644  0.601      16     36     43   0.644
    43   1788 10.000 |  0.716  0.644  0.601      16     36     43   0.644
    43   2109  7.500 |  0.716  0.644  0.601      16     36     43   0.644
    43   2477  5.000 |  0.716  0.644  0.601      16     36     43   0.644
    43   2984  2.500 |  0.716  0.644  0.601      16     36     43   0.644
    43   3624  0.000 |  0.716  0.644  0.601      16     36     43   0.644
#
