# GalaxyWater-CNN/1jfb_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   184    365 45.000 |  2.668  1.545  0.604      73    131    141   0.577
   184    504 42.500 |  1.757  1.038  0.578      78    145    157   0.589
   184    623 40.000 |  1.528  0.911  0.558      80    151    163   0.580
   184    763 37.500 |  1.175  0.777  0.554      81    155    169   0.585
   184    880 35.000 |  1.018  0.713  0.554      81    157    173   0.600
   184   1040 32.500 |  0.999  0.701  0.550      81    158    174   0.600
   184   1202 30.000 |  0.810  0.636  0.547      82    161    178   0.596
   184   1413 27.500 |  0.747  0.613  0.547      82    163    180   0.592
   184   1657 25.000 |  0.738  0.612  0.547      82    163    180   0.592
   184   1964 22.500 |  0.681  0.597  0.547      82    164    181   0.588
   184   2341 20.000 |  0.647  0.579  0.546      83    166    183   0.579
   184   2777 17.500 |  0.647  0.579  0.546      83    166    183   0.579
   184   3262 15.000 |  0.647  0.579  0.546      83    166    183   0.579
   184   3881 12.500 |  0.647  0.579  0.546      83    166    183   0.579
   184   4492 10.000 |  0.647  0.579  0.546      83    166    183   0.579
   184   5112  7.500 |  0.647  0.579  0.546      83    166    183   0.579
   184   5896  5.000 |  0.647  0.579  0.546      83    166    183   0.579
   184   6893  2.500 |  0.647  0.579  0.546      83    166    183   0.579
   184   8141  0.000 |  0.647  0.579  0.546      83    166    183   0.579
#
