# GalaxyWater-CNN/2jhf_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   121    268 45.000 |  2.472  1.356  0.415      68     89     95   0.460
   121    360 42.500 |  1.911  1.019  0.415      69     96    104   0.485
   121    464 40.000 |  1.458  0.763  0.411      72    100    111   0.501
   121    580 37.500 |  1.204  0.707  0.411      72    100    112   0.497
   121    718 35.000 |  1.066  0.630  0.411      74    103    115   0.493
   121    865 32.500 |  1.036  0.622  0.411      74    103    115   0.493
   121   1007 30.000 |  0.894  0.576  0.408      75    104    116   0.490
   121   1168 27.500 |  0.820  0.542  0.408      75    106    118   0.494
   121   1377 25.000 |  0.600  0.499  0.408      75    106    120   0.499
   121   1628 22.500 |  0.600  0.499  0.408      75    106    120   0.499
   121   1926 20.000 |  0.600  0.499  0.408      75    106    120   0.499
   121   2330 17.500 |  0.600  0.499  0.408      75    106    120   0.499
   121   2774 15.000 |  0.600  0.499  0.408      75    106    120   0.499
   121   3277 12.500 |  0.580  0.489  0.408      75    107    121   0.489
   121   3846 10.000 |  0.580  0.489  0.408      75    107    121   0.489
   121   4478  7.500 |  0.580  0.489  0.408      75    107    121   0.489
   121   5171  5.000 |  0.580  0.489  0.408      75    107    121   0.489
   121   6145  2.500 |  0.580  0.489  0.408      75    107    121   0.489
   121   7315  0.000 |  0.580  0.489  0.408      75    107    121   0.489
#
