# GalaxyWater-CNN/2y78_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    57     78 45.000 |  4.426  2.731  0.786      22     30     34   0.546
    57    114 42.500 |  2.612  1.493  0.512      28     39     45   0.549
    57    156 40.000 |  1.735  1.030  0.446      29     42     49   0.572
    57    203 37.500 |  1.518  0.961  0.446      29     42     49   0.572
    57    244 35.000 |  1.321  0.829  0.446      30     44     53   0.570
    57    297 32.500 |  0.865  0.662  0.446      31     45     55   0.580
    57    355 30.000 |  0.686  0.590  0.445      32     46     57   0.590
    57    433 27.500 |  0.686  0.590  0.445      32     46     57   0.590
    57    531 25.000 |  0.669  0.580  0.445      32     47     57   0.580
    57    608 22.500 |  0.669  0.580  0.445      32     47     57   0.580
    57    729 20.000 |  0.669  0.580  0.445      32     47     57   0.580
    57    882 17.500 |  0.669  0.580  0.445      32     47     57   0.580
    57   1087 15.000 |  0.669  0.580  0.445      32     47     57   0.580
    57   1313 12.500 |  0.669  0.580  0.445      32     47     57   0.580
    57   1569 10.000 |  0.669  0.580  0.445      32     47     57   0.580
    57   1841  7.500 |  0.669  0.580  0.445      32     47     57   0.580
    57   2151  5.000 |  0.669  0.580  0.445      32     47     57   0.580
    57   2591  2.500 |  0.669  0.580  0.445      32     47     57   0.580
    57   3127  0.000 |  0.669  0.580  0.445      32     47     57   0.580
#
