# GalaxyWater-CNN/2xom_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    59    109 45.000 |  3.593  2.120  0.528      28     37     41   0.506
    59    157 42.500 |  2.238  1.265  0.493      30     41     48   0.550
    59    201 40.000 |  1.970  1.103  0.487      32     43     51   0.559
    59    254 37.500 |  1.633  0.973  0.487      32     43     51   0.584
    59    311 35.000 |  1.534  0.916  0.487      32     44     52   0.564
    59    369 32.500 |  1.010  0.689  0.474      34     48     56   0.542
    59    432 30.000 |  1.008  0.688  0.474      34     48     56   0.540
    59    508 27.500 |  1.008  0.688  0.474      34     48     56   0.540
    59    584 25.000 |  0.972  0.663  0.474      34     49     57   0.543
    59    710 22.500 |  0.970  0.662  0.474      34     49     57   0.543
    59    864 20.000 |  0.632  0.551  0.472      35     50     59   0.551
    59   1037 17.500 |  0.632  0.551  0.472      35     50     59   0.551
    59   1246 15.000 |  0.632  0.551  0.472      35     50     59   0.551
    59   1508 12.500 |  0.632  0.551  0.472      35     50     59   0.551
    59   1765 10.000 |  0.632  0.551  0.472      35     50     59   0.551
    59   2055  7.500 |  0.632  0.551  0.472      35     50     59   0.551
    59   2350  5.000 |  0.632  0.551  0.472      35     50     59   0.551
    59   2798  2.500 |  0.632  0.551  0.472      35     50     59   0.551
    59   3347  0.000 |  0.632  0.551  0.472      35     50     59   0.551
#
