# GalaxyWater-CNN/1rtq_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   108    185 45.000 |  3.235  2.037  0.709      44     61     73   0.612
   108    264 42.500 |  2.212  1.366  0.607      47     73     85   0.610
   108    341 40.000 |  1.774  1.101  0.563      50     79     92   0.605
   108    421 37.500 |  1.561  0.990  0.558      50     82     96   0.607
   108    522 35.000 |  1.261  0.839  0.552      51     84    100   0.618
   108    614 32.500 |  1.011  0.745  0.552      51     86    101   0.626
   108    727 30.000 |  0.885  0.691  0.538      52     87    103   0.627
   108    850 27.500 |  0.750  0.638  0.521      53     89    106   0.624
   108    997 25.000 |  0.704  0.610  0.504      54     91    108   0.610
   108   1177 22.500 |  0.698  0.607  0.504      54     91    108   0.607
   108   1414 20.000 |  0.690  0.602  0.504      54     92    108   0.602
   108   1668 17.500 |  0.690  0.602  0.504      54     92    108   0.602
   108   1983 15.000 |  0.690  0.602  0.504      54     92    108   0.602
   108   2370 12.500 |  0.690  0.602  0.504      54     92    108   0.602
   108   2792 10.000 |  0.690  0.602  0.504      54     92    108   0.602
   108   3259  7.500 |  0.690  0.602  0.504      54     92    108   0.602
   108   3753  5.000 |  0.690  0.602  0.504      54     92    108   0.602
   108   4423  2.500 |  0.690  0.602  0.504      54     92    108   0.602
   108   5345  0.000 |  0.690  0.602  0.504      54     92    108   0.602
#
