# GalaxyWater-CNN/1eb6_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    67    139 45.000 |  3.682  1.864  0.431      39     49     50   0.423
    67    196 42.500 |  2.187  1.102  0.415      41     55     58   0.451
    67    241 40.000 |  1.812  0.999  0.415      41     55     58   0.451
    67    298 37.500 |  1.142  0.723  0.414      42     57     61   0.466
    67    358 35.000 |  1.015  0.651  0.412      43     58     63   0.474
    67    431 32.500 |  1.015  0.651  0.412      43     58     63   0.474
    67    511 30.000 |  0.909  0.622  0.412      43     58     63   0.473
    67    610 27.500 |  0.690  0.544  0.412      43     59     64   0.514
    67    719 25.000 |  0.661  0.530  0.412      43     60     65   0.500
    67    841 22.500 |  0.589  0.498  0.407      44     61     66   0.498
    67    997 20.000 |  0.589  0.498  0.407      44     61     66   0.498
    67   1189 17.500 |  0.562  0.487  0.407      44     62     67   0.487
    67   1444 15.000 |  0.562  0.487  0.407      44     62     67   0.487
    67   1704 12.500 |  0.562  0.487  0.407      44     62     67   0.487
    67   1981 10.000 |  0.562  0.487  0.407      44     62     67   0.487
    67   2321  7.500 |  0.562  0.487  0.407      44     62     67   0.487
    67   2709  5.000 |  0.562  0.487  0.407      44     62     67   0.487
    67   3203  2.500 |  0.562  0.487  0.407      44     62     67   0.487
    67   3805  0.000 |  0.562  0.487  0.407      44     62     67   0.487
#
