# GalaxyWater-CNN/2vb1_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    56     82 45.000 |  4.017  2.533  0.794      17     32     35   0.580
    56    128 42.500 |  2.613  1.583  0.700      19     37     40   0.658
    56    178 40.000 |  1.515  0.945  0.668      21     43     49   0.657
    56    217 37.500 |  0.968  0.745  0.643      21     44     53   0.652
    56    263 35.000 |  0.928  0.735  0.643      21     44     53   0.652
    56    320 32.500 |  0.821  0.693  0.643      21     44     54   0.658
    56    379 30.000 |  0.792  0.676  0.643      21     45     55   0.641
    56    436 27.500 |  0.717  0.642  0.643      21     46     56   0.642
    56    537 25.000 |  0.717  0.642  0.643      21     46     56   0.642
    56    637 22.500 |  0.717  0.642  0.643      21     46     56   0.642
    56    766 20.000 |  0.717  0.642  0.643      21     46     56   0.642
    56    931 17.500 |  0.717  0.642  0.643      21     46     56   0.642
    56   1123 15.000 |  0.717  0.642  0.643      21     46     56   0.642
    56   1339 12.500 |  0.717  0.642  0.643      21     46     56   0.642
    56   1597 10.000 |  0.717  0.642  0.643      21     46     56   0.642
    56   1864  7.500 |  0.717  0.642  0.643      21     46     56   0.642
    56   2157  5.000 |  0.717  0.642  0.643      21     46     56   0.642
    56   2558  2.500 |  0.717  0.642  0.643      21     46     56   0.642
    56   3103  0.000 |  0.717  0.642  0.643      21     46     56   0.642
#
