# GalaxyWater-CNN/4kqp_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    99    193 45.000 |  3.348  1.995  0.643      39     63     72   0.586
    99    262 42.500 |  2.647  1.555  0.610      41     67     78   0.614
    99    340 40.000 |  2.227  1.293  0.589      42     70     81   0.627
    99    403 37.500 |  1.885  1.106  0.582      42     72     84   0.642
    99    488 35.000 |  1.508  0.956  0.581      42     73     86   0.645
    99    581 32.500 |  1.303  0.860  0.581      42     75     89   0.643
    99    687 30.000 |  1.198  0.806  0.576      42     76     91   0.651
    99    815 27.500 |  1.110  0.761  0.576      42     78     92   0.660
    99    965 25.000 |  0.920  0.701  0.576      42     79     94   0.654
    99   1132 22.500 |  0.746  0.649  0.576      42     80     96   0.649
    99   1331 20.000 |  0.740  0.646  0.576      42     80     96   0.646
    99   1597 17.500 |  0.740  0.646  0.576      42     80     96   0.646
    99   1920 15.000 |  0.740  0.645  0.576      42     80     96   0.645
    99   2266 12.500 |  0.732  0.641  0.576      42     80     97   0.641
    99   2665 10.000 |  0.732  0.641  0.576      42     80     97   0.641
    99   3076  7.500 |  0.732  0.641  0.576      42     80     97   0.641
    99   3559  5.000 |  0.732  0.641  0.576      42     80     97   0.641
    99   4207  2.500 |  0.732  0.641  0.576      42     80     97   0.641
    99   5013  0.000 |  0.732  0.641  0.576      42     80     97   0.641
#
