# GalaxyWater-CNN/3bwh_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    74    187 45.000 |  2.310  1.383  0.523      35     53     57   0.485
    74    277 42.500 |  1.435  0.855  0.466      40     61     65   0.477
    74    354 40.000 |  1.003  0.652  0.456      41     64     68   0.491
    74    434 37.500 |  0.733  0.566  0.447      42     65     70   0.497
    74    514 35.000 |  0.702  0.551  0.447      42     66     71   0.503
    74    610 32.500 |  0.702  0.551  0.447      42     66     71   0.503
    74    732 30.000 |  0.701  0.550  0.447      42     66     71   0.501
    74    857 27.500 |  0.657  0.532  0.447      42     67     72   0.508
    74   1007 25.000 |  0.657  0.532  0.447      42     67     72   0.508
    74   1217 22.500 |  0.657  0.532  0.447      42     67     72   0.508
    74   1432 20.000 |  0.629  0.521  0.447      42     68     72   0.521
    74   1693 17.500 |  0.606  0.512  0.447      42     68     73   0.512
    74   2004 15.000 |  0.606  0.512  0.447      42     68     73   0.512
    74   2340 12.500 |  0.606  0.512  0.447      42     68     73   0.512
    74   2751 10.000 |  0.606  0.512  0.447      42     68     73   0.512
    74   3183  7.500 |  0.606  0.512  0.447      42     68     73   0.512
    74   3663  5.000 |  0.606  0.512  0.447      42     68     73   0.512
    74   4340  2.500 |  0.606  0.512  0.447      42     68     73   0.512
    74   5162  0.000 |  0.606  0.512  0.447      42     68     73   0.512
#
