# GalaxyWater-CNN/3jyo_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   112    220 45.000 |  2.919  1.668  0.589      47     77     84   0.532
   112    299 42.500 |  2.186  1.212  0.525      52     85     94   0.549
   112    386 40.000 |  1.587  0.938  0.511      54     90     99   0.551
   112    476 37.500 |  1.236  0.771  0.497      57     93    103   0.565
   112    570 35.000 |  1.038  0.698  0.497      57     93    103   0.583
   112    679 32.500 |  0.794  0.632  0.497      57     93    105   0.581
   112    803 30.000 |  0.742  0.613  0.497      57     94    106   0.572
   112    934 27.500 |  0.742  0.613  0.497      57     94    106   0.572
   112   1081 25.000 |  0.703  0.592  0.497      57     95    109   0.564
   112   1290 22.500 |  0.685  0.583  0.497      57     96    109   0.569
   112   1541 20.000 |  0.678  0.581  0.497      57     96    109   0.581
   112   1893 17.500 |  0.678  0.581  0.497      57     96    109   0.581
   112   2204 15.000 |  0.646  0.565  0.497      57     98    111   0.565
   112   2648 12.500 |  0.646  0.565  0.497      57     98    111   0.565
   112   3088 10.000 |  0.646  0.565  0.497      57     98    111   0.565
   112   3563  7.500 |  0.646  0.565  0.497      57     98    111   0.565
   112   4100  5.000 |  0.646  0.565  0.497      57     98    111   0.565
   112   4816  2.500 |  0.646  0.565  0.497      57     98    111   0.565
   112   5760  0.000 |  0.646  0.565  0.497      57     98    111   0.565
#
