# GalaxyWater-CNN/1vyr_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   155    311 45.000 |  2.522  1.421  0.521      75    118    124   0.501
   155    405 42.500 |  1.945  1.143  0.497      78    122    128   0.499
   155    512 40.000 |  1.556  0.918  0.492      79    129    137   0.513
   155    628 37.500 |  1.149  0.727  0.487      81    136    144   0.526
   155    738 35.000 |  0.971  0.666  0.487      81    137    146   0.543
   155    884 32.500 |  0.729  0.591  0.487      81    139    149   0.552
   155   1035 30.000 |  0.729  0.591  0.487      81    139    149   0.552
   155   1227 27.500 |  0.683  0.570  0.487      82    141    152   0.554
   155   1435 25.000 |  0.677  0.568  0.487      82    141    153   0.552
   155   1650 22.500 |  0.675  0.567  0.487      82    141    153   0.551
   155   1965 20.000 |  0.675  0.567  0.487      82    141    153   0.551
   155   2279 17.500 |  0.675  0.567  0.487      82    141    153   0.551
   155   2699 15.000 |  0.675  0.567  0.487      82    141    153   0.551
   155   3203 12.500 |  0.649  0.560  0.487      82    141    153   0.560
   155   3716 10.000 |  0.649  0.560  0.487      82    141    153   0.560
   155   4255  7.500 |  0.649  0.560  0.487      82    141    153   0.560
   155   4861  5.000 |  0.631  0.551  0.487      82    142    154   0.551
   155   5682  2.500 |  0.631  0.551  0.487      82    142    154   0.551
   155   6759  0.000 |  0.631  0.551  0.487      82    142    154   0.551
#
