# GalaxyWater-CNN/2cws_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    94    170 45.000 |  3.385  1.921  0.528      45     67     69   0.486
    94    259 42.500 |  2.229  1.248  0.515      46     74     79   0.521
    94    328 40.000 |  1.953  1.107  0.498      47     75     81   0.528
    94    404 37.500 |  1.510  0.874  0.483      48     78     86   0.545
    94    476 35.000 |  1.191  0.768  0.483      48     79     88   0.558
    94    571 32.500 |  0.875  0.656  0.483      48     80     91   0.572
    94    665 30.000 |  0.818  0.633  0.483      48     81     91   0.578
    94    797 27.500 |  0.796  0.626  0.483      48     81     91   0.574
    94    932 25.000 |  0.689  0.590  0.483      48     82     92   0.590
    94   1085 22.500 |  0.664  0.577  0.483      48     83     93   0.577
    94   1278 20.000 |  0.664  0.577  0.483      48     83     93   0.577
    94   1508 17.500 |  0.664  0.577  0.483      48     83     93   0.577
    94   1798 15.000 |  0.664  0.577  0.483      48     83     93   0.577
    94   2106 12.500 |  0.659  0.575  0.483      48     83     94   0.575
    94   2441 10.000 |  0.659  0.575  0.483      48     83     94   0.575
    94   2807  7.500 |  0.659  0.575  0.483      48     83     94   0.575
    94   3229  5.000 |  0.659  0.575  0.483      48     83     94   0.575
    94   3773  2.500 |  0.659  0.575  0.483      48     83     94   0.575
    94   4506  0.000 |  0.659  0.575  0.483      48     83     94   0.575
#
