# GalaxyWater-CNN/1mj5_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   129    236 45.000 |  2.547  1.432  0.491      67     99    103   0.488
   129    333 42.500 |  1.588  0.892  0.473      73    110    114   0.487
   129    411 40.000 |  1.011  0.675  0.469      74    116    120   0.497
   129    507 37.500 |  0.870  0.620  0.469      74    118    122   0.500
   129    592 35.000 |  0.839  0.603  0.462      75    119    123   0.499
   129    684 32.500 |  0.795  0.583  0.462      75    120    124   0.500
   129    799 30.000 |  0.602  0.521  0.453      76    123    127   0.508
   129    934 27.500 |  0.596  0.520  0.453      76    123    127   0.520
   129   1084 25.000 |  0.580  0.513  0.453      76    124    128   0.513
   129   1251 22.500 |  0.580  0.513  0.453      76    124    128   0.513
   129   1521 20.000 |  0.580  0.513  0.453      76    124    128   0.513
   129   1813 17.500 |  0.566  0.508  0.453      76    124    129   0.508
   129   2155 15.000 |  0.566  0.508  0.453      76    124    129   0.508
   129   2524 12.500 |  0.566  0.508  0.453      76    124    129   0.508
   129   2980 10.000 |  0.566  0.508  0.453      76    124    129   0.508
   129   3436  7.500 |  0.566  0.508  0.453      76    124    129   0.508
   129   3941  5.000 |  0.566  0.508  0.453      76    124    129   0.508
   129   4698  2.500 |  0.566  0.508  0.453      76    124    129   0.508
   129   5636  0.000 |  0.566  0.508  0.453      76    124    129   0.508
#
