# GalaxyWater-CNN/3vla_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   177    326 45.000 |  2.636  1.521  0.511      87    125    135   0.556
   177    445 42.500 |  1.875  1.068  0.471      94    139    150   0.558
   177    575 40.000 |  1.561  0.897  0.464      97    147    159   0.528
   177    688 37.500 |  1.365  0.804  0.460      99    150    163   0.532
   177    807 35.000 |  1.122  0.714  0.455     100    152    165   0.537
   177    940 32.500 |  1.015  0.668  0.455     102    155    167   0.531
   177   1109 30.000 |  0.849  0.600  0.438     104    159    171   0.532
   177   1307 27.500 |  0.838  0.598  0.438     104    159    171   0.532
   177   1548 25.000 |  0.721  0.565  0.438     104    160    172   0.532
   177   1803 22.500 |  0.715  0.562  0.438     104    160    174   0.529
   177   2156 20.000 |  0.607  0.530  0.438     105    162    176   0.530
   177   2546 17.500 |  0.607  0.530  0.438     105    162    176   0.530
   177   3019 15.000 |  0.607  0.530  0.438     105    162    176   0.530
   177   3589 12.500 |  0.607  0.530  0.438     105    162    176   0.530
   177   4193 10.000 |  0.607  0.530  0.438     105    162    176   0.530
   177   4876  7.500 |  0.607  0.530  0.438     105    162    176   0.530
   177   5609  5.000 |  0.607  0.530  0.438     105    162    176   0.530
   177   6625  2.500 |  0.607  0.530  0.438     105    162    176   0.530
   177   7914  0.000 |  0.607  0.530  0.438     105    162    176   0.530
#
