# GalaxyWater-CNN/1c7k_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    34     95 45.000 |  2.503  1.349  0.486      18     26     27   0.549
    34    141 42.500 |  1.852  1.091  0.486      18     27     29   0.543
    34    200 40.000 |  1.096  0.758  0.478      19     29     31   0.540
    34    238 37.500 |  0.983  0.725  0.478      19     29     31   0.540
    34    285 35.000 |  0.738  0.611  0.478      19     31     33   0.559
    34    344 32.500 |  0.659  0.581  0.478      19     31     34   0.581
    34    419 30.000 |  0.659  0.581  0.478      19     31     34   0.581
    34    493 27.500 |  0.659  0.581  0.478      19     31     34   0.581
    34    582 25.000 |  0.659  0.581  0.478      19     31     34   0.581
    34    688 22.500 |  0.632  0.565  0.478      19     32     34   0.565
    34    803 20.000 |  0.632  0.565  0.478      19     32     34   0.565
    34    972 17.500 |  0.632  0.565  0.478      19     32     34   0.565
    34   1158 15.000 |  0.632  0.565  0.478      19     32     34   0.565
    34   1358 12.500 |  0.632  0.565  0.478      19     32     34   0.565
    34   1617 10.000 |  0.632  0.565  0.478      19     32     34   0.565
    34   1904  7.500 |  0.632  0.565  0.478      19     32     34   0.565
    34   2184  5.000 |  0.632  0.565  0.478      19     32     34   0.565
    34   2606  2.500 |  0.632  0.565  0.478      19     32     34   0.565
    34   3120  0.000 |  0.632  0.565  0.478      19     32     34   0.565
#
