# GalaxyWater-CNN/1p1x_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    53    174 45.000 |  1.221  0.711  0.403      36     46     49   0.440
    53    242 42.500 |  1.065  0.663  0.403      36     46     49   0.440
    53    320 40.000 |  0.836  0.559  0.403      37     47     51   0.451
    53    400 37.500 |  0.836  0.559  0.403      37     47     51   0.451
    53    459 35.000 |  0.801  0.552  0.403      37     47     51   0.451
    53    561 32.500 |  0.709  0.530  0.403      37     47     51   0.451
    53    662 30.000 |  0.610  0.490  0.403      37     48     52   0.453
    53    774 27.500 |  0.515  0.450  0.391      38     49     53   0.450
    53    903 25.000 |  0.515  0.450  0.391      38     49     53   0.450
    53   1085 22.500 |  0.515  0.450  0.391      38     49     53   0.450
    53   1297 20.000 |  0.515  0.450  0.391      38     49     53   0.450
    53   1546 17.500 |  0.515  0.450  0.391      38     49     53   0.450
    53   1846 15.000 |  0.515  0.450  0.391      38     49     53   0.450
    53   2198 12.500 |  0.515  0.450  0.391      38     49     53   0.450
    53   2589 10.000 |  0.515  0.450  0.391      38     49     53   0.450
    53   3021  7.500 |  0.515  0.450  0.391      38     49     53   0.450
    53   3497  5.000 |  0.515  0.450  0.391      38     49     53   0.450
    53   4117  2.500 |  0.515  0.450  0.391      38     49     53   0.450
    53   4952  0.000 |  0.515  0.450  0.391      38     49     53   0.450
#
