# GalaxyWater-CNN/4ce8_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    52     79 45.000 |  5.028  3.133  0.758      15     29     30   0.496
    52    122 42.500 |  3.223  1.822  0.609      19     36     37   0.526
    52    166 40.000 |  2.185  1.303  0.559      22     39     40   0.516
    52    196 37.500 |  2.064  1.258  0.559      22     39     40   0.516
    52    240 35.000 |  1.829  1.084  0.551      23     43     44   0.503
    52    281 32.500 |  1.679  0.984  0.551      23     44     45   0.535
    52    336 30.000 |  1.106  0.740  0.510      25     46     47   0.528
    52    410 27.500 |  0.881  0.658  0.510      25     47     48   0.529
    52    470 25.000 |  0.822  0.633  0.510      25     47     49   0.548
    52    564 22.500 |  0.726  0.580  0.497      26     48     50   0.538
    52    676 20.000 |  0.608  0.538  0.497      26     48     52   0.538
    52    825 17.500 |  0.608  0.538  0.497      26     48     52   0.538
    52    988 15.000 |  0.608  0.538  0.497      26     48     52   0.538
    52   1188 12.500 |  0.608  0.538  0.497      26     48     52   0.538
    52   1419 10.000 |  0.608  0.538  0.497      26     48     52   0.538
    52   1661  7.500 |  0.608  0.538  0.497      26     48     52   0.538
    52   1938  5.000 |  0.608  0.538  0.497      26     48     52   0.538
    52   2322  2.500 |  0.608  0.538  0.497      26     48     52   0.538
    52   2829  0.000 |  0.608  0.538  0.497      26     48     52   0.538
#
