# GalaxyWater-CNN/2xu3_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   102    161 45.000 |  4.082  2.489  0.705      40     62     66   0.565
   102    227 42.500 |  2.720  1.598  0.554      46     72     77   0.547
   102    278 40.000 |  2.284  1.329  0.547      47     75     82   0.566
   102    342 37.500 |  1.644  1.011  0.511      50     78     86   0.578
   102    426 35.000 |  1.458  0.909  0.501      51     80     88   0.578
   102    501 32.500 |  1.241  0.810  0.487      53     82     90   0.574
   102    589 30.000 |  1.182  0.779  0.487      53     83     92   0.571
   102    688 27.500 |  1.062  0.736  0.487      53     83     92   0.582
   102    820 25.000 |  1.055  0.732  0.487      53     83     92   0.582
   102    971 22.500 |  0.911  0.666  0.482      54     85     95   0.603
   102   1161 20.000 |  0.862  0.646  0.482      54     86     96   0.589
   102   1385 17.500 |  0.786  0.629  0.482      54     86     96   0.588
   102   1672 15.000 |  0.783  0.628  0.482      54     86     96   0.586
   102   2029 12.500 |  0.727  0.606  0.482      54     86     98   0.587
   102   2411 10.000 |  0.696  0.594  0.482      54     86     99   0.594
   102   2820  7.500 |  0.686  0.590  0.482      54     86    100   0.590
   102   3308  5.000 |  0.666  0.579  0.482      54     87    102   0.579
   102   3940  2.500 |  0.666  0.579  0.482      54     87    102   0.579
   102   4717  0.000 |  0.666  0.579  0.482      54     87    102   0.579
#
