# GalaxyWater-CNN/4nsv_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   122    209 45.000 |  2.154  1.236  0.486      63     89    100   0.505
   122    286 42.500 |  1.847  1.078  0.475      65     92    103   0.520
   122    363 40.000 |  1.241  0.775  0.459      67     99    111   0.533
   122    457 37.500 |  0.999  0.654  0.446      68    104    116   0.526
   122    532 35.000 |  0.842  0.607  0.446      68    104    118   0.538
   122    608 32.500 |  0.721  0.574  0.446      68    105    119   0.540
   122    723 30.000 |  0.698  0.559  0.441      69    106    120   0.538
   122    851 27.500 |  0.617  0.529  0.441      69    108    122   0.529
   122    986 25.000 |  0.617  0.529  0.441      69    108    122   0.529
   122   1175 22.500 |  0.617  0.529  0.441      69    108    122   0.529
   122   1385 20.000 |  0.617  0.529  0.441      69    108    122   0.529
   122   1639 17.500 |  0.617  0.529  0.441      69    108    122   0.529
   122   1932 15.000 |  0.617  0.529  0.441      69    108    122   0.529
   122   2272 12.500 |  0.617  0.529  0.441      69    108    122   0.529
   122   2629 10.000 |  0.617  0.529  0.441      69    108    122   0.529
   122   3025  7.500 |  0.617  0.529  0.441      69    108    122   0.529
   122   3442  5.000 |  0.617  0.529  0.441      69    108    122   0.529
   122   4037  2.500 |  0.617  0.529  0.441      69    108    122   0.529
   122   4777  0.000 |  0.617  0.529  0.441      69    108    122   0.529
#
