# GalaxyWater-CNN/1ix9_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   100    172 45.000 |  3.009  1.906  0.588      42     64     66   0.538
   100    244 42.500 |  2.440  1.458  0.564      45     73     75   0.558
   100    304 40.000 |  1.933  1.159  0.516      48     78     80   0.557
   100    365 37.500 |  1.654  1.027  0.516      48     78     81   0.575
   100    433 35.000 |  1.438  0.926  0.516      48     80     84   0.571
   100    513 32.500 |  1.354  0.871  0.506      49     81     86   0.591
   100    610 30.000 |  1.244  0.815  0.506      49     82     88   0.588
   100    713 27.500 |  1.026  0.724  0.506      49     84     91   0.587
   100    839 25.000 |  0.827  0.657  0.506      49     85     93   0.593
   100    997 22.500 |  0.795  0.640  0.506      49     86     95   0.577
   100   1201 20.000 |  0.738  0.611  0.498      50     87     97   0.585
   100   1435 17.500 |  0.683  0.595  0.498      50     87     97   0.595
   100   1725 15.000 |  0.676  0.592  0.498      50     87     97   0.592
   100   2054 12.500 |  0.661  0.584  0.498      50     88     98   0.584
   100   2392 10.000 |  0.661  0.584  0.498      50     88     98   0.584
   100   2751  7.500 |  0.658  0.582  0.498      50     88     98   0.582
   100   3152  5.000 |  0.658  0.582  0.498      50     88     98   0.582
   100   3723  2.500 |  0.658  0.582  0.498      50     88     98   0.582
   100   4415  0.000 |  0.658  0.582  0.498      50     88     98   0.582
#
