# GalaxyWater-CNN/4iau_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    74    132 45.000 |  3.256  1.872  0.451      42     52     53   0.437
    74    195 42.500 |  2.303  1.224  0.424      47     60     62   0.455
    74    260 40.000 |  1.363  0.769  0.399      49     64     68   0.482
    74    323 37.500 |  1.202  0.695  0.399      49     65     69   0.483
    74    387 35.000 |  0.996  0.623  0.399      49     65     69   0.500
    74    456 32.500 |  0.991  0.621  0.399      49     65     69   0.497
    74    533 30.000 |  0.971  0.605  0.399      49     66     70   0.481
    74    631 27.500 |  0.765  0.550  0.399      50     67     71   0.480
    74    735 25.000 |  0.765  0.550  0.399      50     67     71   0.480
    74    856 22.500 |  0.603  0.500  0.399      51     68     72   0.480
    74   1002 20.000 |  0.603  0.500  0.399      51     68     72   0.480
    74   1207 17.500 |  0.562  0.483  0.399      51     69     73   0.483
    74   1459 15.000 |  0.562  0.483  0.399      51     69     73   0.483
    74   1700 12.500 |  0.562  0.483  0.399      51     69     73   0.483
    74   1987 10.000 |  0.562  0.483  0.399      51     69     73   0.483
    74   2250  7.500 |  0.562  0.483  0.399      51     69     73   0.483
    74   2572  5.000 |  0.562  0.483  0.399      51     69     73   0.483
    74   3003  2.500 |  0.562  0.483  0.399      51     69     73   0.483
    74   3633  0.000 |  0.562  0.483  0.399      51     69     73   0.483
#
