# GalaxyWater-CNN/3g46_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    56    106 45.000 |  3.206  1.950  0.587      22     38     39   0.530
    56    154 42.500 |  1.747  1.052  0.543      26     45     47   0.542
    56    203 40.000 |  1.627  0.975  0.543      26     47     49   0.554
    56    256 37.500 |  1.575  0.936  0.543      26     47     50   0.564
    56    310 35.000 |  1.420  0.838  0.526      27     49     52   0.536
    56    364 32.500 |  1.059  0.686  0.509      28     50     54   0.548
    56    436 30.000 |  0.981  0.653  0.509      28     50     54   0.565
    56    509 27.500 |  0.981  0.653  0.509      28     50     54   0.565
    56    599 25.000 |  0.908  0.639  0.509      28     50     55   0.564
    56    732 22.500 |  0.792  0.614  0.509      28     50     55   0.564
    56    881 20.000 |  0.660  0.570  0.509      28     51     56   0.570
    56   1065 17.500 |  0.660  0.570  0.509      28     51     56   0.570
    56   1280 15.000 |  0.660  0.570  0.509      28     51     56   0.570
    56   1542 12.500 |  0.660  0.570  0.509      28     51     56   0.570
    56   1824 10.000 |  0.660  0.570  0.509      28     51     56   0.570
    56   2149  7.500 |  0.660  0.570  0.509      28     51     56   0.570
    56   2475  5.000 |  0.660  0.570  0.509      28     51     56   0.570
    56   2945  2.500 |  0.660  0.570  0.509      28     51     56   0.570
    56   3560  0.000 |  0.660  0.570  0.509      28     51     56   0.570
#
