# GalaxyWater-CNN/3wdn_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    37     95 45.000 |  2.917  1.835  0.475      20     24     24   0.450
    37    134 42.500 |  2.416  1.475  0.441      22     27     27   0.411
    37    173 40.000 |  1.934  1.084  0.440      23     31     31   0.448
    37    220 37.500 |  1.295  0.827  0.440      23     32     32   0.451
    37    273 35.000 |  1.001  0.685  0.440      23     33     33   0.501
    37    310 32.500 |  0.940  0.640  0.440      23     34     34   0.501
    37    367 30.000 |  0.930  0.636  0.440      23     34     34   0.501
    37    441 27.500 |  0.789  0.598  0.440      23     34     34   0.501
    37    518 25.000 |  0.725  0.574  0.440      23     34     34   0.532
    37    623 22.500 |  0.653  0.541  0.440      23     35     35   0.541
    37    750 20.000 |  0.620  0.525  0.440      23     35     36   0.525
    37    923 17.500 |  0.620  0.525  0.440      23     35     36   0.525
    37   1129 15.000 |  0.575  0.508  0.440      23     35     37   0.508
    37   1370 12.500 |  0.575  0.508  0.440      23     35     37   0.508
    37   1600 10.000 |  0.575  0.508  0.440      23     35     37   0.508
    37   1887  7.500 |  0.575  0.508  0.440      23     35     37   0.508
    37   2200  5.000 |  0.575  0.508  0.440      23     35     37   0.508
    37   2636  2.500 |  0.575  0.508  0.440      23     35     37   0.508
    37   3168  0.000 |  0.575  0.508  0.440      23     35     37   0.508
#
