# GalaxyWater-CNN/4g9s_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    81    134 45.000 |  3.432  1.982  0.611      31     54     59   0.570
    81    183 42.500 |  2.603  1.510  0.555      33     58     63   0.569
    81    245 40.000 |  1.948  1.177  0.555      34     62     67   0.551
    81    304 37.500 |  1.759  1.054  0.555      34     63     70   0.574
    81    376 35.000 |  1.046  0.731  0.545      35     69     77   0.577
    81    451 32.500 |  0.927  0.682  0.536      36     70     78   0.573
    81    536 30.000 |  0.847  0.651  0.536      36     70     79   0.579
    81    626 27.500 |  0.847  0.651  0.536      36     70     79   0.579
    81    738 25.000 |  0.695  0.604  0.536      36     70     80   0.585
    81    878 22.500 |  0.695  0.604  0.536      36     70     80   0.585
    81   1051 20.000 |  0.695  0.604  0.536      36     70     80   0.585
    81   1278 17.500 |  0.672  0.595  0.536      36     70     81   0.595
    81   1534 15.000 |  0.672  0.595  0.536      36     70     81   0.595
    81   1831 12.500 |  0.672  0.595  0.536      36     70     81   0.595
    81   2172 10.000 |  0.672  0.595  0.536      36     70     81   0.595
    81   2525  7.500 |  0.672  0.595  0.536      36     70     81   0.595
    81   2939  5.000 |  0.672  0.595  0.536      36     70     81   0.595
    81   3549  2.500 |  0.672  0.595  0.536      36     70     81   0.595
    81   4237  0.000 |  0.672  0.595  0.536      36     70     81   0.595
#
