# GalaxyWater-CNN/4n1i_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   146    238 45.000 |  2.954  1.640  0.533      71    105    112   0.511
   146    314 42.500 |  1.974  1.108  0.476      76    114    122   0.512
   146    397 40.000 |  1.480  0.880  0.452      79    119    128   0.516
   146    484 37.500 |  1.047  0.710  0.451      80    122    132   0.551
   146    566 35.000 |  0.805  0.602  0.451      81    126    140   0.545
   146    664 32.500 |  0.709  0.571  0.445      82    127    142   0.541
   146    774 30.000 |  0.649  0.551  0.445      82    127    144   0.541
   146    913 27.500 |  0.649  0.551  0.445      82    127    144   0.541
   146   1055 25.000 |  0.624  0.539  0.445      82    128    145   0.539
   146   1266 22.500 |  0.623  0.539  0.445      82    128    145   0.539
   146   1497 20.000 |  0.623  0.539  0.445      82    128    145   0.539
   146   1786 17.500 |  0.623  0.539  0.445      82    128    145   0.539
   146   2162 15.000 |  0.607  0.531  0.445      82    129    146   0.531
   146   2561 12.500 |  0.607  0.531  0.445      82    129    146   0.531
   146   3035 10.000 |  0.603  0.529  0.445      82    129    146   0.529
   146   3556  7.500 |  0.603  0.529  0.445      82    129    146   0.529
   146   4119  5.000 |  0.603  0.529  0.445      82    129    146   0.529
   146   4845  2.500 |  0.603  0.529  0.445      82    129    146   0.529
   146   5821  0.000 |  0.603  0.529  0.445      82    129    146   0.529
#
