# GalaxyWater-CNN/4bj0_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    73    119 45.000 |  3.307  1.913  0.510      35     50     52   0.511
    73    173 42.500 |  2.211  1.299  0.487      37     54     57   0.519
    73    230 40.000 |  1.792  1.085  0.487      37     56     59   0.514
    73    288 37.500 |  1.072  0.745  0.456      40     59     65   0.544
    73    342 35.000 |  1.015  0.713  0.456      41     60     66   0.543
    73    393 32.500 |  0.803  0.615  0.456      41     62     69   0.551
    73    475 30.000 |  0.802  0.615  0.456      41     62     69   0.551
    73    564 27.500 |  0.802  0.615  0.456      41     62     69   0.551
    73    676 25.000 |  0.802  0.615  0.456      41     62     69   0.551
    73    799 22.500 |  0.792  0.608  0.456      41     62     70   0.544
    73    934 20.000 |  0.792  0.608  0.456      41     62     70   0.544
    73   1117 17.500 |  0.652  0.556  0.456      41     63     72   0.556
    73   1338 15.000 |  0.637  0.549  0.456      41     63     73   0.549
    73   1611 12.500 |  0.637  0.549  0.456      41     63     73   0.549
    73   1896 10.000 |  0.637  0.549  0.456      41     63     73   0.549
    73   2201  7.500 |  0.637  0.549  0.456      41     63     73   0.549
    73   2550  5.000 |  0.637  0.549  0.456      41     63     73   0.549
    73   3017  2.500 |  0.637  0.549  0.456      41     63     73   0.549
    73   3584  0.000 |  0.637  0.549  0.456      41     63     73   0.549
#
