# GalaxyWater-CNN/2vxn_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    94    203 45.000 |  2.882  1.767  0.578      44     65     67   0.483
    94    273 42.500 |  1.948  1.135  0.485      49     73     77   0.512
    94    337 40.000 |  1.672  1.001  0.485      49     74     79   0.521
    94    427 37.500 |  1.429  0.841  0.485      49     78     85   0.551
    94    488 35.000 |  1.314  0.800  0.485      49     79     86   0.552
    94    587 32.500 |  1.119  0.717  0.485      49     81     89   0.556
    94    702 30.000 |  1.026  0.681  0.485      49     81     91   0.561
    94    812 27.500 |  0.928  0.648  0.485      49     82     91   0.556
    94    955 25.000 |  0.686  0.578  0.483      50     84     93   0.556
    94   1126 22.500 |  0.630  0.552  0.483      51     85     94   0.552
    94   1329 20.000 |  0.630  0.552  0.483      51     85     94   0.552
    94   1606 17.500 |  0.630  0.552  0.483      51     85     94   0.552
    94   1934 15.000 |  0.630  0.552  0.483      51     85     94   0.552
    94   2298 12.500 |  0.630  0.552  0.483      51     85     94   0.552
    94   2666 10.000 |  0.630  0.552  0.483      51     85     94   0.552
    94   3074  7.500 |  0.630  0.552  0.483      51     85     94   0.552
    94   3550  5.000 |  0.630  0.552  0.483      51     85     94   0.552
    94   4198  2.500 |  0.630  0.552  0.483      51     85     94   0.552
    94   5019  0.000 |  0.630  0.552  0.483      51     85     94   0.552
#
