# GalaxyWater-CNN/3kff_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    74    121 45.000 |  3.306  1.949  0.584      29     48     54   0.622
    74    170 42.500 |  1.977  1.225  0.570      31     52     60   0.641
    74    225 40.000 |  1.417  0.931  0.553      31     56     65   0.647
    74    275 37.500 |  1.413  0.926  0.553      31     56     65   0.643
    74    338 35.000 |  1.340  0.865  0.553      31     59     68   0.610
    74    408 32.500 |  0.918  0.699  0.553      31     61     70   0.641
    74    486 30.000 |  0.778  0.667  0.553      31     61     70   0.641
    74    563 27.500 |  0.778  0.667  0.553      31     61     70   0.641
    74    671 25.000 |  0.778  0.667  0.553      31     61     70   0.641
    74    780 22.500 |  0.764  0.660  0.553      31     61     71   0.634
    74    933 20.000 |  0.713  0.638  0.553      31     62     72   0.638
    74   1137 17.500 |  0.713  0.638  0.553      31     62     72   0.638
    74   1354 15.000 |  0.713  0.638  0.553      31     62     72   0.638
    74   1636 12.500 |  0.713  0.638  0.553      31     62     72   0.638
    74   1933 10.000 |  0.713  0.638  0.553      31     62     72   0.638
    74   2243  7.500 |  0.713  0.638  0.553      31     62     72   0.638
    74   2609  5.000 |  0.713  0.638  0.553      31     62     72   0.638
    74   3109  2.500 |  0.713  0.638  0.553      31     62     72   0.638
    74   3729  0.000 |  0.713  0.638  0.553      31     62     72   0.638
#
