# GalaxyWater-CNN/4a7u_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    52    117 45.000 |  2.808  1.784  0.826      13     31     38   0.742
    52    166 42.500 |  2.131  1.314  0.724      15     35     43   0.744
    52    206 40.000 |  1.863  1.211  0.724      15     36     45   0.738
    52    249 37.500 |  1.742  1.149  0.724      15     37     46   0.742
    52    311 35.000 |  1.570  1.084  0.724      15     37     46   0.734
    52    359 32.500 |  1.364  0.954  0.692      15     39     48   0.728
    52    439 30.000 |  1.151  0.878  0.692      15     39     48   0.722
    52    511 27.500 |  1.151  0.878  0.692      15     39     48   0.722
    52    622 25.000 |  0.895  0.775  0.687      15     40     50   0.734
    52    727 22.500 |  0.813  0.738  0.687      15     40     51   0.738
    52    859 20.000 |  0.807  0.735  0.687      15     40     51   0.735
    52   1040 17.500 |  0.807  0.735  0.687      15     40     51   0.735
    52   1255 15.000 |  0.786  0.720  0.687      15     41     52   0.720
    52   1503 12.500 |  0.781  0.717  0.687      15     41     52   0.717
    52   1764 10.000 |  0.781  0.717  0.687      15     41     52   0.717
    52   2066  7.500 |  0.781  0.717  0.687      15     41     52   0.717
    52   2385  5.000 |  0.781  0.717  0.687      15     41     52   0.717
    52   2830  2.500 |  0.781  0.717  0.687      15     41     52   0.717
    52   3379  0.000 |  0.781  0.717  0.687      15     41     52   0.717
#
