# GalaxyWater-CNN/3vii_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   197    344 45.000 |  2.898  1.660  0.544      87    136    147   0.530
   197    494 42.500 |  1.705  1.006  0.503      98    153    164   0.526
   197    633 40.000 |  1.182  0.763  0.469     103    161    176   0.545
   197    740 37.500 |  1.065  0.702  0.460     105    164    181   0.553
   197    901 35.000 |  0.924  0.650  0.460     106    167    184   0.549
   197   1040 32.500 |  0.869  0.632  0.460     106    167    185   0.551
   197   1216 30.000 |  0.815  0.606  0.460     106    170    189   0.547
   197   1413 27.500 |  0.726  0.576  0.460     107    171    191   0.547
   197   1664 25.000 |  0.675  0.562  0.460     107    171    192   0.550
   197   1949 22.500 |  0.640  0.548  0.460     107    172    194   0.548
   197   2321 20.000 |  0.640  0.548  0.460     107    172    194   0.548
   197   2763 17.500 |  0.637  0.547  0.460     107    172    194   0.547
   197   3281 15.000 |  0.637  0.547  0.460     107    172    194   0.547
   197   3895 12.500 |  0.634  0.545  0.460     107    172    195   0.545
   197   4571 10.000 |  0.634  0.545  0.460     107    172    195   0.545
   197   5267  7.500 |  0.634  0.545  0.460     107    172    195   0.545
   197   6060  5.000 |  0.634  0.545  0.460     107    172    195   0.545
   197   7142  2.500 |  0.634  0.545  0.460     107    172    195   0.545
   197   8574  0.000 |  0.634  0.545  0.460     107    172    195   0.545
#
