# GalaxyWater-CNN/1mn8_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    35     61 45.000 |  3.973  2.593  0.690      14     21     22   0.562
    35     89 42.500 |  2.955  1.965  0.690      14     21     22   0.610
    35    120 40.000 |  2.034  1.453  0.690      14     21     23   0.689
    35    157 37.500 |  1.598  1.095  0.581      14     24     28   0.671
    35    200 35.000 |  1.282  0.900  0.581      14     26     30   0.672
    35    243 32.500 |  1.282  0.900  0.581      14     26     30   0.672
    35    297 30.000 |  1.260  0.886  0.581      14     26     31   0.659
    35    347 27.500 |  1.242  0.873  0.581      14     26     32   0.645
    35    414 25.000 |  1.091  0.830  0.581      14     26     32   0.645
    35    483 22.500 |  0.939  0.754  0.581      14     27     33   0.647
    35    590 20.000 |  0.939  0.754  0.581      14     27     33   0.647
    35    703 17.500 |  0.896  0.731  0.581      14     27     34   0.665
    35    857 15.000 |  0.896  0.731  0.581      14     27     34   0.665
    35   1030 12.500 |  0.788  0.690  0.581      14     27     34   0.690
    35   1242 10.000 |  0.788  0.690  0.581      14     27     34   0.690
    35   1472  7.500 |  0.788  0.690  0.581      14     27     34   0.690
    35   1722  5.000 |  0.788  0.690  0.581      14     27     34   0.690
    35   2084  2.500 |  0.788  0.690  0.581      14     27     34   0.690
    35   2534  0.000 |  0.788  0.690  0.581      14     27     34   0.690
#
