# wkgb/3rwn_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    58      5 20.000 |  9.561  9.182 10.000       2      5      5   0.513
    58     10 19.000 |  9.179  8.577 10.000       3      7      8   0.573
    58     16 18.000 |  8.712  7.874 10.000       5      9     11   0.603
    58     24 17.000 |  7.984  6.858 10.000       8     13     15   0.550
    58     32 16.000 |  7.490  6.150  7.996      12     17     19   0.504
    58     37 15.000 |  7.239  5.861  6.889      12     18     20   0.519
    58     50 14.000 |  8.399  5.851  4.598      15     22     24   0.549
    58     73 13.000 |  7.873  4.262  1.137      19     27     32   0.636
    58    106 12.000 |  4.030  2.412  0.855      20     31     36   0.659
    58    140 11.000 |  2.471  1.658  0.737      20     34     39   0.661
    58    175 10.000 |  2.062  1.371  0.712      20     38     43   0.673
    58    220  9.000 |  1.636  1.176  0.712      20     38     44   0.682
    58    269  8.000 |  1.496  1.045  0.641      22     41     48   0.653
    58    352  7.000 |  1.058  0.781  0.590      25     46     53   0.642
    58    451  6.000 |  1.015  0.764  0.590      25     46     54   0.632
    58    566  5.000 |  0.847  0.700  0.590      25     47     55   0.638
    58    720  4.000 |  0.786  0.669  0.590      25     48     57   0.636
    58    914  3.000 |  0.782  0.666  0.590      25     48     57   0.633
    58   1212  2.000 |  0.707  0.628  0.579      26     49     58   0.628
    58   1214  1.000 |  0.707  0.628  0.579      26     49     58   0.628
    58   1214  0.000 |  0.707  0.628  0.579      26     49     58   0.628
#
