# wkgb/1lkk_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    36      9 20.000 |  8.812  8.164 10.000       1      3      4   0.772
    36     10 19.000 |  8.658  7.938 10.000       1      3      4   0.992
    36     13 18.000 |  8.330  7.483 10.000       2      4      6   0.965
    36     20 17.000 |  7.393  6.237  7.612       4      6      8   0.995
    36     23 16.000 |  6.846  5.554  5.186       5      8     10   0.917
    36     32 15.000 |  7.552  5.240  3.992       7     11     13   0.898
    36     40 14.000 | 10.291  6.264  1.917       7     11     15   0.931
    36     52 13.000 |  5.477  3.534  1.647       8     14     18   0.846
    36     68 12.000 |  3.868  2.653  1.289       9     16     20   0.769
    36     88 11.000 |  2.905  1.971  1.018      10     18     23   0.770
    36    104 10.000 |  2.613  1.798  0.847      10     19     24   0.764
    36    135  9.000 |  2.492  1.732  0.847      10     19     25   0.742
    36    176  8.000 |  1.678  1.151  0.665      12     24     30   0.661
    36    239  7.000 |  0.976  0.783  0.615      14     27     33   0.682
    36    309  6.000 |  0.855  0.722  0.615      14     28     34   0.682
    36    398  5.000 |  0.801  0.690  0.615      14     29     35   0.649
    36    542  4.000 |  0.719  0.635  0.581      15     30     36   0.635
    36    738  3.000 |  0.719  0.635  0.581      15     30     36   0.635
    36    987  2.000 |  0.719  0.635  0.581      15     30     36   0.635
    36    989  1.000 |  0.719  0.635  0.581      15     30     36   0.635
    36    989  0.000 |  0.719  0.635  0.581      15     30     36   0.635
#
