# wkgb/4psy_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    69      1 20.000 |  9.928  9.871 10.000       0      0      1   1.108
    69      6 19.000 |  9.621  9.392 10.000       0      1      2   1.138
    69      9 18.000 |  9.413  9.055 10.000       0      3      4   1.022
    69     14 17.000 |  9.185  8.708 10.000       0      5      6   0.907
    69     21 16.000 |  8.770  8.112 10.000       0      6      8   1.073
    69     33 15.000 |  7.882  6.842 10.000       5     12     15   0.925
    69     44 14.000 |  7.287  5.926  6.321       7     18     22   0.857
    69     62 13.000 |  8.089  5.766  5.071       8     21     25   0.821
    69     84 12.000 |  6.523  4.300  2.432      10     28     32   0.765
    69    111 11.000 |  4.161  2.875  1.271      11     32     38   0.787
    69    142 10.000 |  3.344  2.313  0.962      11     36     42   0.776
    69    187  9.000 |  2.693  1.859  0.852      13     39     46   0.765
    69    262  8.000 |  1.825  1.287  0.805      15     45     53   0.775
    69    337  7.000 |  1.423  1.087  0.793      15     48     55   0.782
    69    438  6.000 |  1.125  0.897  0.730      18     52     60   0.770
    69    584  5.000 |  0.914  0.797  0.713      19     54     62   0.777
    69    744  4.000 |  0.856  0.757  0.695      19     57     65   0.737
    69    981  3.000 |  0.817  0.731  0.695      19     59     66   0.711
    69   1314  2.000 |  0.780  0.710  0.687      19     60     67   0.710
    69   1314  1.000 |  0.780  0.710  0.687      19     60     67   0.710
    69   1314  0.000 |  0.780  0.710  0.687      19     60     67   0.710
#
