# wkgb/3l8w_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    92     16 20.000 |  9.159  8.547 10.000       7     10     12   0.517
    92     23 19.000 |  8.780  7.963 10.000       9     13     16   0.564
    92     30 18.000 |  8.423  7.461 10.000      10     15     19   0.612
    92     47 17.000 |  7.620  6.433  9.016      12     20     24   0.687
    92     58 16.000 |  7.459  6.058  7.168      14     23     27   0.701
    92     75 15.000 |  7.882  5.754  5.072      17     30     34   0.656
    92     90 14.000 | 10.513  6.427  3.449      18     33     38   0.685
    92    128 13.000 |  6.352  3.793  1.186      19     41     49   0.690
    92    190 12.000 |  3.430  2.068  0.753      24     56     64   0.676
    92    252 11.000 |  2.648  1.597  0.728      25     59     69   0.668
    92    328 10.000 |  1.917  1.253  0.707      25     62     73   0.683
    92    427  9.000 |  1.729  1.095  0.658      27     68     79   0.661
    92    539  8.000 |  1.248  0.871  0.618      30     71     84   0.662
    92    684  7.000 |  0.972  0.757  0.597      31     74     87   0.646
    92    892  6.000 |  0.800  0.676  0.584      32     77     90   0.645
    92   1126  5.000 |  0.800  0.676  0.584      32     77     90   0.645
    92   1450  4.000 |  0.715  0.645  0.584      32     78     91   0.645
    92   1879  3.000 |  0.715  0.645  0.584      32     78     91   0.645
    92   2506  2.000 |  0.705  0.640  0.584      32     78     92   0.640
    92   2510  1.000 |  0.705  0.640  0.584      32     78     92   0.640
    92   2510  0.000 |  0.705  0.640  0.584      32     78     92   0.640
#
