# wkgb/3jyo_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   112     11 20.000 |  9.551  9.199 10.000       6      8      8   0.590
   112     22 19.000 |  9.098  8.454 10.000       8     14     15   0.637
   112     32 18.000 |  8.633  7.723 10.000      14     20     22   0.587
   112     40 17.000 |  8.341  7.275 10.000      16     23     27   0.609
   112     54 16.000 |  7.736  6.436 10.000      19     28     32   0.627
   112     64 15.000 |  7.315  5.841  6.858      20     32     39   0.674
   112     88 14.000 |  6.743  4.960  3.466      22     39     46   0.683
   112    120 13.000 |  7.183  4.384  1.320      24     46     58   0.733
   112    157 12.000 |  4.753  2.975  1.070      28     55     67   0.722
   112    200 11.000 |  3.182  1.954  0.746      33     67     79   0.707
   112    243 10.000 |  2.600  1.573  0.716      36     74     84   0.674
   112    307  9.000 |  1.971  1.278  0.703      37     77     87   0.681
   112    395  8.000 |  1.511  1.078  0.703      37     77     88   0.693
   112    522  7.000 |  1.202  0.903  0.689      38     83     95   0.699
   112    688  6.000 |  0.950  0.766  0.668      39     90    103   0.686
   112    888  5.000 |  0.838  0.717  0.660      39     92    105   0.672
   112   1125  4.000 |  0.765  0.680  0.660      39     95    109   0.665
   112   1435  3.000 |  0.735  0.663  0.650      40     96    110   0.663
   112   1909  2.000 |  0.726  0.659  0.650      40     96    111   0.659
   112   1913  1.000 |  0.726  0.659  0.650      40     96    111   0.659
   112   1913  0.000 |  0.726  0.659  0.650      40     96    111   0.659
#
