# wkgb/4a02_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    65     11 20.000 |  9.120  8.415 10.000       5      9     10   0.632
    65     15 19.000 |  8.863  8.028 10.000       7     11     12   0.591
    65     15 18.000 |  8.863  8.028 10.000       7     11     12   0.591
    65     22 17.000 |  8.419  7.412 10.000       9     13     15   0.614
    65     36 16.000 |  7.541  6.243  7.935      11     17     20   0.636
    65     46 15.000 |  7.702  5.777  5.638      12     21     25   0.613
    65     61 14.000 |  9.940  6.249  3.064      15     26     30   0.574
    65     83 13.000 |  5.378  3.494  0.863      19     34     38   0.565
    65    111 12.000 |  3.742  2.449  0.863      19     35     39   0.674
    65    143 11.000 |  2.763  1.713  0.728      22     39     46   0.704
    65    182 10.000 |  1.860  1.186  0.607      23     45     52   0.684
    65    237  9.000 |  1.447  0.995  0.601      24     47     55   0.645
    65    296  8.000 |  1.362  0.947  0.601      24     48     56   0.648
    65    382  7.000 |  1.101  0.786  0.579      27     51     59   0.651
    65    482  6.000 |  1.054  0.742  0.551      29     53     61   0.628
    65    611  5.000 |  1.048  0.740  0.551      29     53     61   0.628
    65    764  4.000 |  0.850  0.681  0.551      29     53     62   0.637
    65    954  3.000 |  0.713  0.623  0.551      30     54     64   0.623
    65   1233  2.000 |  0.713  0.623  0.551      30     54     64   0.623
    65   1233  1.000 |  0.713  0.623  0.551      30     54     64   0.623
    65   1233  0.000 |  0.713  0.623  0.551      30     54     64   0.623
#
