# wkgb/1j0p_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    46      0 20.000 | 10.000 10.000 10.000       0      0      0   2.000
    46      3 19.000 |  9.701  9.481 10.000       2      2      2   0.375
    46      4 18.000 |  9.588  9.271 10.000       3      3      3   0.371
    46     10 17.000 |  8.955  8.235 10.000       5      7      7   0.390
    46     12 16.000 |  8.799  8.061 10.000       5      7      7   0.390
    46     17 15.000 |  8.370  7.463 10.000       5      8      8   0.563
    46     30 14.000 |  7.812  6.380  6.919       5     12     12   0.613
    46     45 13.000 |  9.381  5.961  4.023       6     14     17   0.719
    46     58 12.000 |  6.348  4.065  2.009       8     16     20   0.764
    46     85 11.000 |  3.578  2.345  1.120       9     21     27   0.800
    46    115 10.000 |  2.940  1.819  0.897      12     25     31   0.762
    46    150  9.000 |  2.060  1.398  0.808      13     28     34   0.778
    46    220  8.000 |  1.708  1.202  0.799      13     29     36   0.781
    46    281  7.000 |  1.283  0.950  0.754      14     31     40   0.792
    46    363  6.000 |  1.073  0.843  0.625      14     33     42   0.735
    46    460  5.000 |  0.894  0.777  0.625      14     33     43   0.743
    46    601  4.000 |  0.823  0.737  0.625      14     34     45   0.737
    46    811  3.000 |  0.823  0.737  0.625      14     34     45   0.737
    46   1141  2.000 |  0.823  0.737  0.625      14     34     45   0.737
    46   1142  1.000 |  0.823  0.737  0.625      14     34     45   0.737
    46   1142  0.000 |  0.823  0.737  0.625      14     34     45   0.737
#
