# wkgb/1tt8_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    70     12 20.000 |  9.151  8.532 10.000       6      8      9   0.489
    70     13 19.000 |  9.072  8.396 10.000       7      9     10   0.488
    70     16 18.000 |  8.873  8.091 10.000       8     10     11   0.553
    70     25 17.000 |  8.143  6.955 10.000      11     17     18   0.555
    70     29 16.000 |  7.872  6.636 10.000      11     18     19   0.564
    70     45 15.000 |  6.921  5.356  5.719      14     23     25   0.696
    70     65 14.000 |  6.829  4.422  1.630      17     30     34   0.695
    70     81 13.000 |  4.766  3.035  0.942      20     36     40   0.701
    70    102 12.000 |  3.554  2.213  0.798      23     40     45   0.668
    70    129 11.000 |  2.470  1.511  0.670      27     45     51   0.673
    70    164 10.000 |  2.020  1.286  0.619      28     47     53   0.669
    70    211  9.000 |  1.368  0.962  0.561      29     50     57   0.651
    70    263  8.000 |  1.103  0.808  0.535      32     54     62   0.642
    70    340  7.000 |  0.991  0.737  0.535      32     57     65   0.606
    70    447  6.000 |  0.747  0.639  0.535      32     59     68   0.616
    70    568  5.000 |  0.668  0.595  0.526      33     61     70   0.595
    70    713  4.000 |  0.668  0.595  0.526      33     61     70   0.595
    70    906  3.000 |  0.668  0.595  0.526      33     61     70   0.595
    70   1209  2.000 |  0.668  0.595  0.526      33     61     70   0.595
    70   1210  1.000 |  0.668  0.595  0.526      33     61     70   0.595
    70   1210  0.000 |  0.668  0.595  0.526      33     61     70   0.595
#
