# wkgb/2y78_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    57      4 20.000 |  9.645  9.345 10.000       2      2      4   0.673
    57      5 19.000 |  9.592  9.283 10.000       2      2      4   0.673
    57      7 18.000 |  9.408  8.960 10.000       2      4      6   0.713
    57     12 17.000 |  8.960  8.231 10.000       4      6     10   0.745
    57     16 16.000 |  8.560  7.557 10.000       7     10     14   0.648
    57     23 15.000 |  7.878  6.599 10.000       8     13     18   0.644
    57     35 14.000 |  6.810  5.296  5.269      12     17     23   0.620
    57     47 13.000 |  6.217  4.263  1.813      14     22     28   0.666
    57     60 12.000 |  6.561  4.115  1.270      14     22     31   0.728
    57     87 11.000 |  3.418  2.225  1.029      17     28     38   0.737
    57    117 10.000 |  2.848  1.840  0.930      18     31     41   0.696
    57    156  9.000 |  2.227  1.452  0.726      19     34     44   0.692
    57    202  8.000 |  1.310  0.998  0.710      19     37     49   0.717
    57    264  7.000 |  1.103  0.883  0.699      19     39     51   0.741
    57    346  6.000 |  1.051  0.854  0.699      19     40     52   0.746
    57    444  5.000 |  0.895  0.769  0.657      20     42     54   0.713
    57    575  4.000 |  0.889  0.765  0.657      20     42     54   0.710
    57    760  3.000 |  0.879  0.758  0.657      20     42     54   0.703
    57   1020  2.000 |  0.844  0.738  0.657      20     43     55   0.706
    57   1024  1.000 |  0.844  0.738  0.657      20     43     55   0.706
    57   1024  0.000 |  0.844  0.738  0.657      20     43     55   0.706
#
