# wkgb/1eb6_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    67     19 20.000 |  8.653  7.813 10.000       6     10     12   0.589
    67     22 19.000 |  8.392  7.404 10.000       6     12     15   0.645
    67     27 18.000 |  8.030  6.830 10.000      10     16     19   0.597
    67     35 17.000 |  7.722  6.344 10.000      11     18     22   0.619
    67     46 16.000 |  7.244  5.627  6.319      14     22     27   0.607
    67     60 15.000 |  7.341  5.034  2.516      16     26     31   0.664
    67     80 14.000 |  5.542  3.606  1.022      18     31     37   0.659
    67     98 13.000 |  4.454  2.917  1.022      18     32     39   0.673
    67    118 12.000 |  3.765  2.397  0.983      18     35     43   0.694
    67    155 11.000 |  2.518  1.549  0.758      22     42     50   0.687
    67    194 10.000 |  2.007  1.236  0.716      23     46     55   0.692
    67    237  9.000 |  1.424  1.004  0.667      23     47     56   0.707
    67    293  8.000 |  1.303  0.920  0.624      25     49     58   0.696
    67    373  7.000 |  1.108  0.827  0.624      25     51     60   0.696
    67    499  6.000 |  0.793  0.696  0.611      26     53     64   0.696
    67    627  5.000 |  0.780  0.687  0.611      26     54     64   0.687
    67    793  4.000 |  0.769  0.680  0.611      26     55     64   0.680
    67   1008  3.000 |  0.761  0.676  0.611      26     55     64   0.676
    67   1295  2.000 |  0.761  0.676  0.611      26     55     64   0.676
    67   1296  1.000 |  0.761  0.676  0.611      26     55     64   0.676
    67   1296  0.000 |  0.761  0.676  0.611      26     55     64   0.676
#
