# wkgb/3aks_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    86     18 20.000 |  9.021  8.404 10.000       5      7     11   0.835
    86     21 19.000 |  8.839  8.128 10.000       5      8     13   0.854
    86     30 18.000 |  8.364  7.495 10.000       5      8     15   0.943
    86     44 17.000 |  7.892  6.722 10.000       7     14     21   0.796
    86     62 16.000 |  7.497  5.936  5.989      10     20     27   0.721
    86     79 15.000 |  8.245  5.879  3.534      12     24     33   0.741
    86     95 14.000 |  7.843  5.278  2.578      15     28     39   0.720
    86    123 13.000 |  5.694  3.564  1.169      18     38     48   0.710
    86    156 12.000 |  4.003  2.573  0.969      21     44     54   0.689
    86    194 11.000 |  3.195  2.014  0.870      23     48     58   0.729
    86    236 10.000 |  2.136  1.343  0.709      26     56     69   0.700
    86    279  9.000 |  1.740  1.148  0.690      27     58     73   0.701
    86    356  8.000 |  1.577  1.057  0.690      27     61     75   0.694
    86    442  7.000 |  1.076  0.845  0.646      28     63     78   0.695
    86    544  6.000 |  0.866  0.738  0.631      29     66     82   0.699
    86    672  5.000 |  0.816  0.713  0.631      29     66     84   0.695
    86    847  4.000 |  0.811  0.710  0.631      29     66     84   0.692
    86   1038  3.000 |  0.788  0.700  0.631      29     66     85   0.700
    86   1330  2.000 |  0.788  0.700  0.631      29     66     85   0.700
    86   1330  1.000 |  0.788  0.700  0.631      29     66     85   0.700
    86   1330  0.000 |  0.788  0.700  0.631      29     66     85   0.700
#
