# wkgb/4o6u_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    72      7 20.000 |  9.507  9.101 10.000       5      6      6   0.440
    72     11 19.000 |  9.227  8.628 10.000       7      9      9   0.440
    72     18 18.000 |  8.747  7.895 10.000       8     11     12   0.679
    72     27 17.000 |  8.218  7.144 10.000      10     14     16   0.741
    72     36 16.000 |  7.609  6.388  9.837      11     16     18   0.715
    72     53 15.000 |  6.666  5.025  4.414      16     25     28   0.669
    72     68 14.000 |  6.275  4.293  2.070      18     28     32   0.694
    72     87 13.000 |  4.663  3.124  1.270      21     33     38   0.670
    72    113 12.000 |  3.805  2.470  1.034      23     36     41   0.678
    72    152 11.000 |  2.768  1.736  0.766      24     41     50   0.720
    72    189 10.000 |  2.255  1.429  0.683      24     45     57   0.694
    72    237  9.000 |  1.605  1.053  0.646      27     51     62   0.670
    72    310  8.000 |  1.221  0.872  0.634      28     54     64   0.693
    72    391  7.000 |  1.115  0.831  0.634      28     54     65   0.685
    72    494  6.000 |  0.970  0.785  0.634      28     54     65   0.699
    72    632  5.000 |  0.919  0.759  0.634      28     55     66   0.701
    72    797  4.000 |  0.843  0.717  0.634      28     57     68   0.688
    72   1006  3.000 |  0.778  0.685  0.614      29     58     69   0.685
    72   1312  2.000 |  0.775  0.683  0.614      29     58     69   0.683
    72   1316  1.000 |  0.775  0.683  0.614      29     58     69   0.683
    72   1316  0.000 |  0.775  0.683  0.614      29     58     69   0.683
#
