# wkgb/3zuc_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    84     10 20.000 |  9.412  8.947 10.000       4      8      9   0.604
    84     15 19.000 |  9.155  8.523 10.000       5     10     11   0.711
    84     18 18.000 |  8.985  8.267 10.000       5     11     13   0.762
    84     27 17.000 |  8.486  7.558 10.000       6     14     17   0.834
    84     34 16.000 |  8.090  7.001 10.000       7     18     21   0.794
    84     45 15.000 |  7.413  6.104  8.325       8     21     25   0.885
    84     57 14.000 |  7.207  5.483  4.844      11     27     31   0.826
    84     76 13.000 |  7.472  4.799  1.883      15     33     38   0.803
    84    107 12.000 |  5.540  3.310  1.095      18     40     48   0.800
    84    131 11.000 |  4.201  2.536  0.966      19     43     51   0.773
    84    177 10.000 |  2.570  1.691  0.844      24     51     59   0.697
    84    226  9.000 |  2.204  1.453  0.736      25     54     62   0.706
    84    296  8.000 |  1.531  1.053  0.669      26     59     71   0.703
    84    373  7.000 |  1.415  0.993  0.669      26     59     72   0.705
    84    464  6.000 |  1.196  0.879  0.662      26     62     76   0.702
    84    554  5.000 |  1.152  0.859  0.662      26     62     76   0.714
    84    699  4.000 |  1.089  0.816  0.656      26     64     78   0.716
    84    894  3.000 |  0.813  0.711  0.639      27     68     82   0.691
    84   1157  2.000 |  0.795  0.704  0.639      27     68     82   0.704
    84   1159  1.000 |  0.795  0.704  0.639      27     68     82   0.704
    84   1159  0.000 |  0.795  0.704  0.639      27     68     82   0.704
#
