# wkgb/3wdn_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    37      3 20.000 |  9.592  9.271 10.000       1      2      2   1.011
    37      7 19.000 |  9.040  8.397 10.000       1      3      4   0.961
    37      9 18.000 |  8.777  8.013 10.000       1      4      5   0.923
    37     13 17.000 |  8.515  7.718 10.000       1      4      5   0.923
    37     19 16.000 |  7.891  6.853 10.000       1      6      8   0.903
    37     21 15.000 |  7.542  6.345  8.974       2      8     10   0.851
    37     25 14.000 |  7.574  6.313  6.877       2      8     10   0.851
    37     39 13.000 |  8.449  6.177  5.079       2     10     12   0.812
    37     55 12.000 |  5.294  3.982  2.676       3     12     15   0.818
    37     81 11.000 |  3.496  2.625  1.287       4     16     19   0.831
    37    110 10.000 |  3.003  2.229  1.213       4     17     20   0.830
    37    141  9.000 |  2.747  1.957  0.878       5     19     23   0.779
    37    188  8.000 |  2.259  1.558  0.803       6     23     27   0.767
    37    252  7.000 |  2.033  1.351  0.788       6     25     30   0.772
    37    330  6.000 |  1.195  0.921  0.764       7     29     34   0.754
    37    427  5.000 |  0.811  0.754  0.735       7     31     36   0.754
    37    597  4.000 |  0.811  0.754  0.735       7     31     36   0.754
    37    789  3.000 |  0.811  0.754  0.735       7     31     36   0.754
    37   1049  2.000 |  0.793  0.741  0.735       7     32     36   0.741
    37   1051  1.000 |  0.793  0.741  0.735       7     32     36   0.741
    37   1051  0.000 |  0.793  0.741  0.735       7     32     36   0.741
#
