# wkgb/4iau_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    74     10 20.000 |  9.307  8.763 10.000       4      6      9   0.850
    74     11 19.000 |  9.262  8.712 10.000       4      6      9   0.850
    74     22 18.000 |  8.490  7.503 10.000       7     13     17   0.775
    74     28 17.000 |  8.144  7.044 10.000       7     14     19   0.781
    74     37 16.000 |  7.604  6.328 10.000       9     16     22   0.748
    74     50 15.000 |  6.894  5.403  4.746       9     20     27   0.747
    74     63 14.000 |  6.771  4.867  3.658      10     23     31   0.776
    74     81 13.000 |  6.675  4.076  1.409      14     29     37   0.740
    74    106 12.000 |  4.701  3.008  1.136      16     33     42   0.757
    74    135 11.000 |  3.231  2.038  0.955      19     39     50   0.720
    74    181 10.000 |  2.419  1.513  0.830      21     43     55   0.734
    74    236  9.000 |  1.649  1.089  0.666      25     50     61   0.699
    74    288  8.000 |  1.300  0.919  0.656      27     53     64   0.685
    74    362  7.000 |  1.284  0.903  0.656      27     54     66   0.667
    74    457  6.000 |  1.006  0.755  0.612      29     57     70   0.666
    74    596  5.000 |  0.912  0.711  0.597      30     58     71   0.660
    74    742  4.000 |  0.755  0.662  0.597      30     59     72   0.662
    74    941  3.000 |  0.743  0.656  0.597      30     59     73   0.656
    74   1214  2.000 |  0.743  0.656  0.597      30     59     73   0.656
    74   1215  1.000 |  0.743  0.656  0.597      30     59     73   0.656
    74   1215  0.000 |  0.743  0.656  0.597      30     59     73   0.656
#
