# wkgb/3vii_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   197     62 20.000 |  8.585  7.604 10.000      25     38     44   0.545
   197     78 19.000 |  8.185  7.033 10.000      28     45     52   0.588
   197     95 18.000 |  7.886  6.638 10.000      31     49     56   0.600
   197    119 17.000 |  7.253  5.724  7.105      40     63     74   0.612
   197    157 16.000 |  6.855  4.888  2.513      45     79     91   0.604
   197    184 15.000 |  8.198  5.065  1.217      48     86    101   0.617
   197    225 14.000 |  7.207  4.149  1.058      52     95    112   0.644
   197    273 13.000 |  4.570  2.772  0.903      55    106    124   0.645
   197    348 12.000 |  3.420  2.166  0.800      58    111    131   0.649
   197    427 11.000 |  2.568  1.617  0.725      64    120    145   0.666
   197    530 10.000 |  1.996  1.312  0.707      65    127    154   0.673
   197    624  9.000 |  1.751  1.140  0.667      70    136    164   0.656
   197    785  8.000 |  1.362  0.939  0.651      72    143    173   0.658
   197    973  7.000 |  1.095  0.801  0.622      76    150    182   0.649
   197   1189  6.000 |  0.931  0.726  0.599      78    155    188   0.640
   197   1453  5.000 |  0.794  0.677  0.599      78    157    191   0.654
   197   1827  4.000 |  0.744  0.656  0.599      78    158    193   0.656
   197   2265  3.000 |  0.734  0.651  0.599      78    159    194   0.651
   197   2883  2.000 |  0.734  0.651  0.599      78    159    194   0.651
   197   2889  1.000 |  0.734  0.651  0.599      78    159    194   0.651
   197   2889  0.000 |  0.734  0.651  0.599      78    159    194   0.651
#
