# wkgb/1mj5_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   129     25 20.000 |  9.109  8.497 10.000       8     14     15   0.712
   129     34 19.000 |  8.800  8.009 10.000      12     18     20   0.677
   129     37 18.000 |  8.700  7.853 10.000      12     20     22   0.673
   129     50 17.000 |  8.198  7.121 10.000      16     26     30   0.680
   129     70 16.000 |  7.325  5.910  7.720      21     37     43   0.722
   129    105 15.000 |  6.405  4.548  2.085      25     48     55   0.750
   129    136 14.000 |  8.290  4.630  1.421      29     60     66   0.706
   129    157 13.000 |  5.182  3.118  0.962      34     68     74   0.699
   129    203 12.000 |  3.105  1.853  0.750      44     81     92   0.663
   129    246 11.000 |  2.556  1.519  0.727      47     86     98   0.655
   129    300 10.000 |  1.953  1.213  0.707      47     89    105   0.684
   129    381  9.000 |  1.517  1.018  0.687      49     93    109   0.684
   129    466  8.000 |  1.397  0.956  0.662      50     95    111   0.693
   129    561  7.000 |  1.106  0.835  0.662      50     97    114   0.714
   129    708  6.000 |  0.961  0.756  0.633      51    101    120   0.695
   129    883  5.000 |  0.891  0.732  0.633      51    102    122   0.693
   129   1131  4.000 |  0.836  0.709  0.633      51    103    123   0.692
   129   1443  3.000 |  0.792  0.688  0.633      51    105    124   0.688
   129   1872  2.000 |  0.739  0.657  0.633      51    108    128   0.657
   129   1874  1.000 |  0.739  0.657  0.633      51    108    128   0.657
   129   1874  0.000 |  0.739  0.657  0.633      51    108    128   0.657
#
