# wkgb/1mn8_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    35      1 20.000 |  9.856  9.719 10.000       1      1      1   0.151
    35      3 19.000 |  9.599  9.310 10.000       1      2      2   0.488
    35      4 18.000 |  9.449  9.048 10.000       1      3      3   0.595
    35      6 17.000 |  9.258  8.806 10.000       1      3      3   0.595
    35      8 16.000 |  8.978  8.388 10.000       1      4      4   0.673
    35     16 15.000 |  8.380  7.435 10.000       1      5      6   1.005
    35     25 14.000 |  7.815  6.228  6.472       2     10     12   0.826
    35     30 13.000 |  7.429  5.708  4.888       3     11     13   0.787
    35     45 12.000 |  6.862  4.850  2.538       3     13     15   0.797
    35     58 11.000 |  5.111  3.691  1.660       3     14     17   0.803
    35     83 10.000 |  2.868  1.929  0.926       3     19     23   0.802
    35    104  9.000 |  1.896  1.399  0.906       4     20     24   0.847
    35    153  8.000 |  1.176  0.982  0.825       6     25     29   0.824
    35    206  7.000 |  1.054  0.901  0.811       7     26     30   0.807
    35    267  6.000 |  0.984  0.856  0.806       7     27     31   0.807
    35    339  5.000 |  0.984  0.856  0.806       7     27     31   0.807
    35    449  4.000 |  0.968  0.842  0.806       7     28     31   0.792
    35    591  3.000 |  0.929  0.815  0.806       7     29     32   0.765
    35    830  2.000 |  0.929  0.815  0.806       7     29     32   0.765
    35    833  1.000 |  0.929  0.815  0.806       7     29     32   0.765
    35    833  0.000 |  0.929  0.815  0.806       7     29     32   0.765
#
