# wkgb/2bf6_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   183     68 20.000 |  8.187  7.068 10.000      20     39     46   0.640
   183     80 19.000 |  7.916  6.671 10.000      22     45     52   0.655
   183     97 18.000 |  7.595  6.200 10.000      25     51     60   0.664
   183    127 17.000 |  7.087  5.380  4.843      32     64     76   0.684
   183    160 16.000 |  7.080  4.760  1.824      40     76     87   0.673
   183    186 15.000 |  8.970  5.082  1.409      44     83     94   0.664
   183    235 14.000 |  5.032  3.067  0.912      50     96    108   0.654
   183    301 13.000 |  3.200  2.025  0.763      55    110    125   0.679
   183    376 12.000 |  2.586  1.622  0.736      58    116    135   0.688
   183    460 11.000 |  2.175  1.367  0.723      61    123    142   0.691
   183    555 10.000 |  1.674  1.094  0.622      65    131    152   0.687
   183    662  9.000 |  1.375  0.930  0.608      67    139    161   0.678
   183    810  8.000 |  1.072  0.793  0.593      68    146    170   0.659
   183   1020  7.000 |  0.881  0.724  0.577      69    148    173   0.658
   183   1256  6.000 |  0.815  0.685  0.576      70    153    177   0.647
   183   1554  5.000 |  0.751  0.660  0.576      70    154    179   0.643
   183   1925  4.000 |  0.736  0.652  0.576      70    155    180   0.644
   183   2356  3.000 |  0.736  0.652  0.576      70    155    180   0.644
   183   2961  2.000 |  0.717  0.644  0.576      70    155    181   0.644
   183   2964  1.000 |  0.717  0.644  0.576      70    155    181   0.644
   183   2964  0.000 |  0.717  0.644  0.576      70    155    181   0.644
#
