# wkgb/1ix9_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   100      9 20.000 |  9.589  9.294 10.000       3      5      6   0.603
   100     15 19.000 |  9.301  8.797 10.000       4      8      9   0.802
   100     22 18.000 |  9.012  8.340 10.000       5     12     13   0.791
   100     30 17.000 |  8.644  7.809 10.000       6     15     16   0.799
   100     41 16.000 |  8.226  7.188 10.000       9     21     22   0.715
   100     56 15.000 |  7.588  6.397  8.345      10     24     26   0.715
   100     72 14.000 |  7.102  5.694  5.952      11     30     33   0.741
   100     92 13.000 |  7.202  5.139  4.022      14     37     41   0.756
   100    118 12.000 |  6.522  4.218  1.541      16     41     48   0.794
   100    150 11.000 |  4.299  2.955  1.241      17     47     54   0.780
   100    185 10.000 |  3.943  2.598  0.964      21     53     60   0.740
   100    247  9.000 |  3.038  1.905  0.824      23     59     70   0.747
   100    316  8.000 |  1.869  1.310  0.810      24     63     78   0.770
   100    397  7.000 |  1.427  1.068  0.788      25     68     83   0.750
   100    534  6.000 |  1.238  0.955  0.760      25     71     88   0.750
   100    677  5.000 |  0.998  0.826  0.736      25     77     94   0.738
   100    885  4.000 |  0.838  0.750  0.728      26     80     98   0.731
   100   1146  3.000 |  0.798  0.731  0.728      26     81     99   0.731
   100   1482  2.000 |  0.798  0.731  0.728      26     81     99   0.731
   100   1485  1.000 |  0.798  0.731  0.728      26     81     99   0.731
   100   1485  0.000 |  0.798  0.731  0.728      26     81     99   0.731
#
