# wkgb/3noq_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    59     10 20.000 |  9.171  8.580 10.000       4      6      7   0.694
    59     12 19.000 |  9.088  8.428 10.000       4      7      8   0.703
    59     13 18.000 |  9.072  8.403 10.000       4      7      8   0.703
    59     17 17.000 |  8.847  8.087 10.000       5      8      9   0.648
    59     27 16.000 |  8.535  7.543 10.000       6     11     12   0.647
    59     46 15.000 |  8.003  6.293  6.792      13     18     19   0.534
    59     57 14.000 | 11.348  7.208  4.543      13     20     24   0.642
    59     73 13.000 |  7.815  5.007  1.457      14     25     30   0.619
    59     98 12.000 |  4.056  2.700  1.157      16     28     35   0.645
    59    137 11.000 |  2.839  1.869  0.831      17     33     40   0.641
    59    183 10.000 |  1.948  1.273  0.659      20     41     48   0.636
    59    240  9.000 |  1.524  0.974  0.591      21     46     53   0.628
    59    308  8.000 |  1.229  0.846  0.591      21     48     54   0.638
    59    400  7.000 |  1.170  0.811  0.591      21     49     55   0.622
    59    535  6.000 |  1.006  0.727  0.576      22     51     57   0.622
    59    686  5.000 |  0.802  0.666  0.576      22     52     58   0.624
    59    888  4.000 |  0.709  0.631  0.576      22     52     59   0.631
    59   1200  3.000 |  0.709  0.631  0.576      22     52     59   0.631
    59   1607  2.000 |  0.709  0.631  0.576      22     52     59   0.631
    59   1611  1.000 |  0.709  0.631  0.576      22     52     59   0.631
    59   1611  0.000 |  0.709  0.631  0.576      22     52     59   0.631
#
