# wkgb/2fvy_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   111     24 20.000 |  9.070  8.495 10.000       4      8     13   0.815
   111     35 19.000 |  8.644  7.797 10.000       8     15     20   0.754
   111     46 18.000 |  8.316  7.228 10.000       9     19     27   0.752
   111     61 17.000 |  7.986  6.637 10.000      12     22     32   0.766
   111     74 16.000 |  7.792  6.096  7.102      17     29     39   0.701
   111     92 15.000 |  8.396  6.044  5.164      18     33     45   0.729
   111    121 14.000 |  9.065  5.745  1.518      21     41     54   0.699
   111    152 13.000 |  6.059  3.726  1.237      23     47     63   0.716
   111    203 12.000 |  4.012  2.535  1.023      27     54     72   0.698
   111    241 11.000 |  3.542  2.194  0.937      30     58     76   0.679
   111    298 10.000 |  2.953  1.702  0.688      35     68     85   0.661
   111    393  9.000 |  1.916  1.205  0.651      37     74     92   0.679
   111    493  8.000 |  1.226  0.873  0.623      41     82     99   0.644
   111    619  7.000 |  1.024  0.778  0.618      42     83    101   0.675
   111    792  6.000 |  0.877  0.722  0.615      43     85    103   0.674
   111    999  5.000 |  0.809  0.683  0.597      43     88    106   0.654
   111   1254  4.000 |  0.781  0.671  0.597      43     88    107   0.658
   111   1579  3.000 |  0.748  0.652  0.597      43     90    109   0.652
   111   2050  2.000 |  0.748  0.652  0.597      43     90    109   0.652
   111   2052  1.000 |  0.748  0.652  0.597      43     90    109   0.652
   111   2052  0.000 |  0.748  0.652  0.597      43     90    109   0.652
#
