# wkgb/3ks3_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   130     20 20.000 |  9.254  8.728 10.000       5     10     14   0.767
   130     26 19.000 |  9.055  8.411 10.000       7     12     17   0.723
   130     31 18.000 |  8.854  8.088 10.000      10     16     21   0.614
   130     42 17.000 |  8.444  7.511 10.000      10     19     26   0.672
   130     55 16.000 |  7.901  6.708 10.000      13     25     35   0.726
   130     81 15.000 |  7.188  5.611  5.153      20     35     46   0.697
   130    103 14.000 |  6.954  4.881  2.248      23     45     59   0.727
   130    132 13.000 |  9.459  5.555  2.047      25     49     62   0.697
   130    160 12.000 |  6.036  3.795  1.430      27     55     68   0.688
   130    216 11.000 |  3.778  2.404  0.755      33     70     84   0.633
   130    269 10.000 |  2.785  1.781  0.729      37     77     91   0.643
   130    344  9.000 |  1.987  1.333  0.703      39     83     98   0.667
   130    428  8.000 |  1.689  1.172  0.683      40     87    103   0.672
   130    549  7.000 |  1.370  1.000  0.677      40     91    110   0.689
   130    704  6.000 |  1.060  0.824  0.633      41     97    120   0.691
   130    872  5.000 |  0.898  0.754  0.630      42    100    123   0.689
   130   1116  4.000 |  0.841  0.720  0.625      43    102    125   0.682
   130   1413  3.000 |  0.796  0.701  0.625      43    102    126   0.701
   130   1852  2.000 |  0.792  0.699  0.625      43    102    126   0.699
   130   1854  1.000 |  0.792  0.699  0.625      43    102    126   0.699
   130   1854  0.000 |  0.792  0.699  0.625      43    102    126   0.699
#
