# wkgb/4g9s_B.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    51      9 20.000 |  9.183  8.626 10.000       2      6      6   0.586
    51     11 19.000 |  8.986  8.314 10.000       3      7      7   0.529
    51     13 18.000 |  8.803  8.063 10.000       3      7      7   0.529
    51     19 17.000 |  8.294  7.359 10.000       5      9      9   0.490
    51     26 16.000 |  7.647  6.471 10.000       6     11     12   0.559
    51     37 15.000 |  6.983  5.510  5.154       9     15     15   0.566
    51     43 14.000 |  6.221  4.533  3.169      11     20     20   0.566
    51     55 13.000 |  6.358  4.110  2.522      13     23     23   0.546
    51     80 12.000 |  3.972  2.667  0.757      15     28     28   0.559
    51     95 11.000 |  3.416  2.205  0.731      16     31     31   0.589
    51    119 10.000 |  2.893  1.782  0.723      18     34     34   0.581
    51    164  9.000 |  1.543  1.021  0.537      22     41     41   0.557
    51    216  8.000 |  1.140  0.800  0.512      25     45     45   0.553
    51    269  7.000 |  1.075  0.776  0.512      25     45     45   0.553
    51    348  6.000 |  0.936  0.716  0.512      25     46     46   0.558
    51    453  5.000 |  0.779  0.640  0.497      26     47     48   0.570
    51    586  4.000 |  0.702  0.599  0.491      27     48     49   0.566
    51    770  3.000 |  0.668  0.587  0.491      27     48     49   0.587
    51   1014  2.000 |  0.634  0.570  0.491      27     49     50   0.570
    51   1014  1.000 |  0.634  0.570  0.491      27     49     50   0.570
    51   1014  0.000 |  0.634  0.570  0.491      27     49     50   0.570
#
